,src,tgt,path
3544,stairs straight in living room veer in front of tree in large planter on left,"Go down the stairs, and go straight. In the living room veer left. Stop in front of the tree in the large planter on the left. ","['c742bd01328e48a0acc256a1ce2a48fc', 'b90801209e564a309883d214b02a6195', 'ca660fbd1a384380a372ad79f760e1d9', '6e1e523c608942daae201e0edb7cdde0', '03bb2fc19b214b91a81c958303f98892', '146714339e954166a2f701202e030c29']"
3545,turn around out door swirl on left into room directly next door end of room by mirror,Turn around and walk out the door that has the swirl on it. Make a left into the room directly next door. Go to the end of the room by the mirror. ,"['8923021abb864d32bc0323178b26ee8f', 'b3495296a3cd428f9bafcca85050c313', '5edc5a5dae1c427f95ac930e3bf68700', '0e5bfc88122a49f4a416710f5df63826', '4287e40095c54b58bfa14e1fa6dc53ad', '07eec017bd8e4bf68011d958735a997a']"
3546,bathroom bedroom in doorway,Leave the bathroom. Exit the bedroom. Stop in the doorway. ,"['6ed853a792384773975309cad93b10f2', '600eeada310e4c8d8e941cffd26421e8', 'ff5537fd1daf4f13abf85e6dda34aba5', '65b7fe76c12f44f1b67c5ad7b03ba63b', '30d053d37e614dd999a93cb5c5f41533']"
3547,turn stairs then right down hall at bedroom entrance,"Turn around and head up the stairs, then turn right and walk down the hall. Stop at the bedroom entrance. ","['ff3ed1ef732845839881115ed38d331f', '88ffbea957e34cd09d0ce2d3290e9694', 'b1a1885860a54b8cb99c6f4ac19999a5', 'f15cd6746d1f4b7a804ede38d47cfa03', '5fdff4b578f24ff98a213299f3d91576', '696ce593a39d47ef9acf6902ee134861', 'd1af2f90794243db807d60a07050941c']"
3548,walk past tv through living room right behind far couch behind couch in front of mottled painting,Walk past the TV through the living room. and take a right behind the far couch. Stop behind the couch in front of the mottled painting. ,"['f21573f2d2f244fd9e176c94f75b063f', '0163f2c462ed46a08eb3dbce625c9a9d', 'dc69d1d9957248c0a29e8044c49989e3', 'af73d4fc48ee4f6f95f8b66b640785a5', '624b17d75c344a0e8122c7b0c6858dce', 'ffd54f8c14fb4350b1e5ddcc7bfea136']"
3549,turn entire staircase stop at top of stairway on second floor,"Turn around and head up the entire staircase, Stop at the top of the stairway on the second floor. ","['d2de17fa68294749a01641894b6ab12b', '7fc36de72634404d8b06b7779328e791', 'e58c9b6bf156474299c139009061c1ed', '5951cc1ffb5a47789fff75051dee56fb', 'b5d9540ef7f44a1cb325bead8debfc33', 'bd5ad4194bb44a6794529278f17e1185']"
3550,turn room out of curtains on left once turn left white door once through right steps first turn in steps,"Turn around and exit the room out of the curtains on your left. Once out turn left and enter the white door. Once through, turn right and go down the steps. Stop when you reach the first turn in the steps. ","['a85bf887101b49c3aee8b0da72cd4189', 'e57db85f00a9481787bd9c3c98453f27', 'de655166da274d40841f1e5e488ab641', '0a796daf5b734fbbb52974e2349a6c0e', '88f5ba9d06ac4413b1a3908af6544308', 'be3d7ae0352d481191e4c9e351e71b08', 'bec7a60657d6483996aa2f0d03b9d691']"
3551,walk out of bedroom across hall walk past table chairs walk into bedroom right just inside bathroom,Walk out of the bedroom and across the hall. Walk past the table and chairs. Walk into the bedroom and turn right. Stop just inside the bathroom. ,"['860f7e4e9a944bbd856dfcc5f2d1ad2b', '32c98b5cfe804dd185a8cb6ecb91a63f', '76dc52af56e842c5b53f25d93e938299', '164618f724c64b43934cb95b11c89593', '96facd619dc5415b836948e39487ebb2', '1416ceed767d46a9beba0aede50504ed', 'a358b83b1c6f4ee3bbabb66ac93be11b']"
3552,down stairs at bottom near vase with white flowers,Walk down the stairs and stop at the bottom near the vase with white flowers. ,"['6127ee658ce64bf48765bf59bbead503', 'ed79b51efdac434cb12bcd3d5e7fd112', '82e8acfab99d4441ac4da5bf22c2642d', '8836420cacbe4c37a57a8f8645da320b', 'b0e48743d80b4fbb9a9c7dfe5e08f49d', 'b567b7c1d9284b358ec5793b3ff76047']"
3553,walk into elevator area out of elevator down hall into kitchen area around kitchen counter tops towards living room area up backside of couches near table lamp,Walk into the elevator area. Walk out of the elevator and down the hall into the kitchen area. Walk around the kitchen counter tops towards the living room area. Walk up to the backside of the couches near the table lamp. ,"['7a939072217043dfa0af4d1206ab3c86', '3229309326224f1b93f98c1ed36594da', 'eda4b648d33d436aa09516400af0de9b', '6f5546088036436d87fc42422afc39d5', '8c874344710140e681d78c046d471afc', 'd218377018e14219a034d3bcf992d9a1', 'bd0a6c4865d74589a65cedb040ffcf00']"
3554,along railing stairs on left straight until in middle of hallway then,"Go along the railing passed the stairs on your left and keep going straight until your in the middle of the hallway, then stop. ","['cc6552274d7e482cbd3bf904d5754203', '001d8a657cbd41e7bf5a538e5768b058', 'a9842ed3d2064064a0c6a8c661916237', '599f73b398ef4e738aae7f557c0b35c6', '33a824661ad34d9391d80d87485b5356', '45eac43ea9054cbbaa91863a5aa202fa']"
3555,turn down hallway wait just inside bedroom,Turn left and walk down the hallway. Wait just inside the bedroom. ,"['cb0762e9b6af4891b7be36942549586f', 'b1a1885860a54b8cb99c6f4ac19999a5', 'f15cd6746d1f4b7a804ede38d47cfa03', '5fdff4b578f24ff98a213299f3d91576', '696ce593a39d47ef9acf6902ee134861', 'd1af2f90794243db807d60a07050941c']"
3556,turn wood door behind kitchen once inside slightly right through kitchen hallway into room on right in front of washer dryer,Turn around and exit the wood door  behind you and enter the kitchen. Once inside turn slightly right and walk through the kitchen and head down the hallway. Turn into the 2nd room on the right and stop in front of the washer and dryer. ,"['0bd07b7213b245f8a54ec4010f6ef1cc', 'a8c2dfb0f8c849ba83c20c7f7d6a00dc', '8025576c59c04913bc7df70a8737ecee', 'effea130a5984e53bd2bef2bbe4ba4c1', '7f7cc5ccc8a948ada2c5ee60d255aa1e', 'e3d01ff572e44b4aa1b3df620ab9eec4', '7b14552fe83b4e76974f711b8fcfc46f']"
3557,turn left walk other side of bedroom right in front of glass door,Turn to your left and walk to the other side of the bedroom. Stop right in front of the glass door leading to outside. ,"['b533c9d2c25b4b10afa49cb37910ccda', '326494a7ec264aa7a19b6e49b0e71415', '7281ba9281a94372bda0a330dfc7afa8', '2e02646332bf40d9b91a3373c87e4e5a', 'c94a99a685884c29b5f4857fb70298e0']"
3558,bedroom right stairs at top of stairs outside of bathroom,"Leave the bedroom, and take a right. Go up the stairs and stop at the top of the stairs outside of the bathroom. ","['36b59eda057e497db7aeb4b4239d8f0d', '892384f1c7bb45fa8c24eb2fa583ebb4', 'f51948f5b87546778b9800960f09f87b', 'aaa698435aea48b29113314ee362e54b', 'eeef7235c2fe462eb3e0481b001537ce']"
3559,stairs left into bedroom around into bathroom behind bedroom door.stand wait just inside entrance bathroom,Go up the stairs and take a left into the bedroom. Turn around and to into the bathroom behind the bedroom door.Stand and wait just inside the entrance to the bathroom. ,"['5965958b0a55454d88d45f21d97bc3fc', '63333423642f49caac4871521e93cc45', 'be1a38f2bec74de79395d0a938234d38', '164618f724c64b43934cb95b11c89593', '96facd619dc5415b836948e39487ebb2', '1416ceed767d46a9beba0aede50504ed', 'a358b83b1c6f4ee3bbabb66ac93be11b']"
3560,into hallway right down hall left into dining room past table tight into living room wait between armoire fireplace,"Go into the hallway and go to the right and down the hall. Make a left into the dining room, go past the table and turn tight into the living room. Wait between the armoire and the fireplace. ","['abfdb9e245524fac9a1f70419788b6bf', '2ebc2682287645efabf7f2319682aab1', '904beb4bca9e4e2b8d15f3af9b70a242', '9c2919ad974d472fa4f97c01005666f0', 'fc30206582bb494190095c4439e2da29', 'bbbe225834074bb0a3fb31a3e1e80685']"
3561,exit bathroom right then hallway turn near stairs wait near door of second bedroom,"Exit the bathroom and turn right, then proceed down the hallway. Turn left and stop near the stairs. Wait near the door of the second bedroom. ","['d6528b757c554836b2dfaa811e5df3ed', '69dc547801584e1a9aa129ff36289f52', '6249652893364b62b1c30df6c6516a71', '78320616d9c54b66bccceaf17ace30cf', '27a601b205344b9dbe17e9f7afb07c87', '0a796daf5b734fbbb52974e2349a6c0e', '4531a8cd59c7423e8f938bcd905f7b62']"
3562,turn walk towards oriental rug up stairs in front of framed art on wall,Turn around. Walk towards the oriental rug. Walk up the stairs and stand in front of the framed art on the wall. ,"['6a39f7496f3e496abad3584ae5812de4', '112b976211e448f08cc955a8f4315e0c', 'b90801209e564a309883d214b02a6195', 'c742bd01328e48a0acc256a1ce2a48fc', '282d98c53101421f9df5e0aed5d356a3', '2e99c4517678406c935d5c8bb25942c8', 'c10178a834d7433f8294a88b74d71954']"
3563,walk past animal carpet out of room turn in hallway walk towards patio on darker wood floor behind brown chair on right,Walk past the animal carpet and out of the room.  Turn left in the hallway and walk towards the patio.  Stop on the darker wood floor behind the brown chair on the right. ,"['f6f840fb1c134312bc96cbbfbd1d24aa', '5c092cee3b7c4684955a2827c06b87e1', '0e5f1cd9a1cf46ecb2280d75dbb0a819', 'd9a69bc7b8a54a319a05f366120ef056', '522362613f6341389177c0c259455f38', '0c55a4a0877b46459d81c35ffeaa34c0', '69ef6a026c7b41529a76364b0577703d']"
3564,straight until large red white poster impact hub then by hammock,Go straight until you get to a large red and white poster that says Impact Hub then turn left and wait by the hammock. ,"['6944cb3d349a424899b2ed5b4c972763', '334f156071b34579ae4772f623b03429', '60e9c84ab617491594f5c2950cc6f3ee', '77b24e884d9f47599994c1ade95f0b89', 'e48486bb391449b2becb28faf44e515a', '1f701e524a6d48abbfdf40cd288cf1dd']"
3565,bedroom down hall wait inside laundry room,"Leave the bedroom, walk down the hall and wait inside the laundry room. ","['f938e19896a6413da590ef3e9e055b95', 'f90f7e3981ac4510906239ff3422c9e8', 'fafe970d624c498f8f362392becedf11', 'e39098089d1d4a72b777efcde637437b', '6c76d43a72e14b71956c5444d32e129d', '0df37f2d82bd48fb963df1839e33fd32']"
3566,entryway couch stairs third stair stop,Leave the entryway and go to the couch. Go up the stairs to the third stair and stop. ,"['36495e0d819442c4a0666597566b3fa2', 'dd500133846248c1b24eea995d7dee4a', '2287f7e926a7402a8723eaf0db683d09', '28a8a22473e342f7be7ed0f33e4272e3', 'fa30e6859ca249a78879975b0b659bfb', '0896e14268a54c1faa6a5648eb8eb63b', '959878d8792948b5888684622f4eca36']"
3567,exit bedroom right towards stairs upwards stairs head straight hallway until stairs ahead of left leading downwards at top of stairs,Exit the bedroom and turn right to head towards the stairs leading upwards. Climb the stairs and head straight down the hallway until you see some stairs ahead of you and to the left leading downwards. Stop at the top of those stairs. ,"['892384f1c7bb45fa8c24eb2fa583ebb4', 'f51948f5b87546778b9800960f09f87b', 'aaa698435aea48b29113314ee362e54b', 'eeef7235c2fe462eb3e0481b001537ce', '6f9eb2058c134830b45d010c01de8e96', '2665dbb7fe3e4f33811e687cc4054393', '259d382e92ce4a10bbc8e7d713b4b5ca']"
3568,exit bathroom pass stairs straight until brown chairs then right into room with peach wallpaper wait at entrance,Exit the bathroom pass the stairs and go straight until you pass the two brown chairs then turn right and go into the room with the peach wallpaper. Wait at the entrance. ,"['5908a457f37a470aa0e8cd389f31d438', 'f3d9a22621e14992b8b3fb9776f0395b', '751a95287d8e487eac608776f5e3a546', '15791b161c944d269ae3727bf19fc1a6', 'd7ec37565be24b1ca1d4f99c34fc1632', 'de68d1221d1749b392aff06c48512cf0', 'e5c5d8fa1ad94d97bcdb74e69e938ea0']"
3569,walk into hallway right through doorway sharp turn on second step,Walk into the hallway and to the right. Walk through the doorway and make a sharp turn left. Stop on the second step. ,"['5b7f2cd508224cf494408c67bb305815', '6a10ae81330345f794a55f2d96a86ea6', 'd73741360a1341a5b6bd420c11b70105', '3c5c466d4f64452a9e87c545d918c4eb', 'dde66ea80aca47968d3ec9c6e6ef3c0a', '32fb55017460457cbe0b8d1790a54786', 'fea7a9db41944d76b258036b046d13aa']"
3570,walk through gate enter building turn down steps near lamp,"walk through gate, enter building, turn left, walk down 2 steps and stop near the lamp. ","['0dafd42471b843da9f1935d98936eabc', 'f7a2350f36174c5e80dce2d3b77fb777', 'c22f5ecc360048698e71cad6542f07a6', '119a529d3eef42ef898fbee6ca019866', '3a092061063d41c5b5e54e692341c62e']"
3571,washroom hard left through doorway hard right wait near lockers,Leave the washroom and make a hard left to go through the doorway. Make a hard right and wait near the lockers. ,"['82cb4105387a4ab5a09d82d7ff02a41c', 'f45d421d04e34220b2aaf9246b6dcdd1', 'ae2a7dc3c3e545b98e2fcb374de658d1', 'e6e19fd376c544b58035a32bd44ed8d4', '2b67ab047ee949538c9d5d89046d985f', 'f41c2851f4b241fcad3f8f15378da53b']"
3572,turn through door stairs on left,Turn around and go through the door. Go up the stairs on the left. ,"['5e08b4f21d6342538a9a6361d4cbd1d6', '817aaa8a1f7b4d93b4e3c4f765cf46aa', '163d61ac7edb43fb958c5d9e69ae11ad', 'f7ef3082a05c40659421f0a21731ae1b', '67dd134230034fc18ab8c30abd9af183', 'cc896d0984cc4661bff9087a0df6967c', '5a72c23b99fa40f1bcd9dfbb60340b05']"
3573,turn right door hallway at hallway beside tv,Turn to you right and walk to the door leading to the hallway. Stop when you are looking at the hallway and are beside the TV. ,"['e57c3575f3674cc782b1155b1de1d110', 'ab5c93de69a745bbb1ec09e3c4f2c0ae', 'f1a43d69cfc04812b3099e08fc27d56c', 'b6aff1ec4dd447c0ab21f2a6bf52e592', '3e3839eafbd8467993527dffed63a8f7', '35b41dcbfcf84f96878f6ca28c70e5af']"
3574,at bottom of stairs through doorway right of glass doors bedroom wait there,At the bottom of the stairs turn left. Walk through the doorway to the right of the glass doors. Enter the bedroom. Wait there. ,"['bbfd4eb3b8d646a1bcb815d63dbf0fe2', '8fe0b78b55964b8dabd6ea8693f87ec8', 'd573afade1c74167ac0d0b1a2e37ddc4', '37cb64e0cddc4f20b309abc4ff5344c2', '3ba76deab6be444c8b21652763d82795']"
3575,walk out of library left in front of piano left head into room on right through door left of bookcase in doorway,Walk out of the library and take a left in front of the piano. Take another left and head into the room on the right through the door left of the bookcase. Stop in the doorway. ,"['1cff77491b994646b1614e45c8fef2e7', '80055e4f7f804bd28d38a2db363f9dc7', '87c5df0ecfc34be3be7b828fc7a60c21', 'e580467633814488b0055f9e5475fedc', '49913376d9ab471a8fce92a8edc786b9', '43b8e298f5c6479d8f839c7cc7ff3fe2']"
3576,turn around through door porch forward slightly then right out straight stairs at top of starins with chairs in front of,"Turn around and walk through the door to the porch, walk forward slightly and then turn right and walk out to deck and continue continue straight and walk up stairs.  Stop at top of starins with the rocking chairs in front of you. ","['3182b6eba9ce405f9e1c0af86cc6b862', '39791f422b0244aa84b3d41d9b218f7e', '9096013c3596463b9c0500520d12fef1', 'e4b0794b87994a7699ad7f6ee501d404', '373c50dfa27649188f8e5b66c28f10a7']"
3577,into bathroom door on left wait near sink,Go into the bathroom using the door on the left. Wait near the sink. ,"['52a377b49b9042a5803c42b33ee78be2', '20c06e17f2134fbab5d3e60b1d974645', '3389b852c9c84bbeb9855d46d3637a1d', '2fb14459ed8d496fae1ea1683a23493b', '0405db8320e24c3abb2f1e7c3ce52810']"
3578,turn at bottom of stairs walk past dining table behind last chair on right on deck outside,Turn left at the bottom of the stairs and walk past the dining table.  Stop behind the last chair on the right on the deck outside. ,"['6b24c7c2fd9e4849b75eedd5298958d7', '565aa4a845ba446481601ca648d03807', 'a56597b1c6b54d58853ddf7a3679064d', 'f988fa11ddd7405f8427445a04494022', '98ada9cf49e441539d91b3f45839539b']"
3579,recreation room straight hall bedroom at end of hall next letter s,"Leave the recreation room, and go straight down the hall. Enter the bedroom at the end of the hall, and stop next to the letter S. ","['a8ae1f18502e4a6aa301af029f976f5f', '416df61743e24e828609f0698df3f51b', 'aff833f86ff847a7bcf24bea207c91ad', '55e5280eea474acfb993bf68a193bb25', '463e439a4e974a00b23bfe7c684a2607', '8919ba4762914e899c88536f11c7bb92', 'c3b8b8e1f0994859869b42fb760fce9f']"
3580,down stairs into second door on left next fireplace,Walk down the stairs and turn into the second door on the left. Stop next to the fireplace. ,"['e87f560e1b5a497487526e64db42f8c8', '3c9615b3193a4e71ae932ea45fef8dde', '3f75b2d4af4d4afd85666d4c1302008c', '9200a845d37a4e0ab6cbf58f334acbce', 'e51fa073bf2a449989cd5c29ec46fffa', 'b4e027328a1b492e85e269df23fef364']"
3581,exit women locker room walk through doors on from reception desk walk through double doors on left wait in hallway,Exit the women's locker room and walk through the doors on the left away from the reception desk. Walk through the double doors on the left and wait in the hallway. ,"['3d69c33d27904da6a126c430cb3eab81', 'd922a7a5956c4a42af51637f14c165d6', '5a57fb3d78084b48a7c31e681b7bdf0e', 'bcf3463301624f4dba2b47c485dc9d25', '1d92d04ac48e4d5baea0529c7773a4ec', 'a4ccec70ea184a98b472ef838398ff73']"
3582,down stairs rightmost doorway left along red carpet gated area right wait there,"Walk down the stairs. and enter the rightmost doorway to your left. Walk along the red carpet, cross the gated area to the right  and wait there. ","['e49192047ff241b5933dfef7b832b8fe', '3c9615b3193a4e71ae932ea45fef8dde', '3f75b2d4af4d4afd85666d4c1302008c', '56cf724d00bd469c8c4b80ad9ffa68dd', '807009de2d6c43bf857a9250dc76f8be', '057976101e4f4f04b99391f81aa9c1b8', '50a6d809b39f4f19b02c4db72111046b']"
3583,turn degrees into hallway right in front of kitchen island walk end of hallway into bathroom on right right of sink,Turn around 180 degrees and go into the hallway to the right in front of the kitchen island.  Walk to the end of the hallway and go into the bathroom on the right and stand to the right of the sink. ,"['04f36c0c4b9f47719507e59a43ff2ba5', 'ec2928853f894aa7a626b0acd9558682', '865e21984c724badb6eba2652a79d596', '6f3c35e438ec46f4b09a62a7e37392a7', '29ff8140bbb1418a9c66e23df8be476b', '28ca95dee90241bbb08f080b148c9c11']"
3584,straight down stairs steps bottom,Go straight and down the stairs. Stop three steps to the bottom. ,"['bc563332fa4c48abaef8a1cb712075f8', 'bace700b94f743d1bedc82b611604dee', '2468abd2ba7b4e8a9222d3e318c6ad7f', '564ec6d404cb4349a21a05e0b4bc5fc8', 'aa6ef1806b414e5ab49db9a45595c8cc', '0d24c66abcef47fa898d9c239e6a3de9', 'e94cd6b986b5456990723fa8d9612759']"
3585,walk past television outside right just outside doorway,Walk past the television and outside. Turn right and stop just outside the doorway. ,"['af7ed758b8c04875a5ae383252e35332', '119f12ba94004df3b643d55195b25b21', '9e3431d5d6414ca6bd3c159a25c30999', '75901739e73f477a9d418f119dc0570e', '9bd2d2a2178a40f08b8681dfd996c7b7']"
3586,out of bathroom go in first door on hallway right into bathroom stand in doorway,Go left out of the bathroom the go in the first door on the left down the hallway. Go right into the bathroom and stand in the doorway. ,"['1e013670f0ba4c9494734cedf464e11a', '4e900e156c83453495bfdc9348369b9c', 'f0501ef281ab486eac400af37a580e19', 'e968c229f17d4600a704d6197473c5a4', 'aaaee36fbfc94d26be1a858fceaa91dd']"
3587,walk way until third window from left wait there,Walk straight all the way down until you get to the third window from the left. Wait there. ,"['b551670325194c5daf5a1a230d164734', 'd923642e556045c793d530b609504b14', '52474bda7e7043e1be591bea75e3b3ff', '266d088e5b444c7ab90cec89ead1a8a0', '585d35a46dd644daad1a135634207b99', '53608606748f45c5a69723f062f1baa3', '266e6bf3657149d8a116533e34e6ebf8']"
3588,walk end of hallway right at stairs sets of stairs wait at top,Walk to the end of the hallway and make a right at the stairs. Go up both sets of stairs and wait at the top. ,"['af4d11860b7a4ea3aaa1986cdc934531', 'f04a58b9c4ff4e448b5a4da4fd823a9c', '2deb77ca0f7f48eda4e0cd89728199f3', '80dd66bb7de64313ae768e259fcc260f', '49027b97b883462dae7b115e18879689']"
3589,turn right room out curtains once turn left through white door down end of hallway at end turn right bedroom at door in,Turn right and exit the room out the curtains. Once out turn left and go through the white door and down to the end of the hallway. At the end turn right and enter the bedroom. Stop at the door looking in. ,"['a85bf887101b49c3aee8b0da72cd4189', 'e57db85f00a9481787bd9c3c98453f27', '38ad5b94f1f64668a5c2040a541e5ae9', '27a601b205344b9dbe17e9f7afb07c87', '78320616d9c54b66bccceaf17ace30cf', '62994d72dab246fbb839f3699b9cacd6', '413903c083d64f2696539cf9f181894e']"
3590,up steps right into second door on right,Walk up the steps and turn right. Walk into the second door on the right and stop. ,"['9ddd0d8326b44a038d3985d96ffbb2a1', '0836acc78091475dbba186b98e05792a', 'ab0f99b210bb4556b7fc18190126480b', '85849923dc9e46eda0168f62c0fb43f3', '7e23cbe5e28047d49ab4641f530c9f00', 'efcb9e4c410841ca8665f6cab94e943b', 'ef12b1ecc3be4693b327e30468697a9b']"
3591,straight hallway outside of bedroom straight in front of far door on right next light switch,"Go straight down the hallway outside of the bedroom. Go straight and stop in front of the far door on the right, next to the light switch. ","['27869fb0e3414f2687b9580b335ec615', '8f25ebb1c23d4fddb035eb336426d5fa', '7cae5e5f8adf444d829c95b4a4412ffd', '2754e6a14cea44e9acbd495a1da9cf5d', '53672af2c15047818f2ead24a2370930', '3532b1e7ea1646848b710936d4696a5d', 'd8b7a6a6205f4e72b6ce4bd31d296660']"
3592,walk through doorway then hard left past dining room table open doorway once outside,"Walk through the doorway and then make a hard left past the dining room table and towards the open doorway, stop once you're outside. ","['86231c45c6ac4672bd9c478bd0341335', '3aa2bb32a50049de842d066eff185b66', 'c06aae190b804b759496db0b88fe4820', 'c3c5e202b9a04a63ae33742fe9095936', '859a7c9c12c847d9a6860bd6d6bd635a', '444bc5d6006244e7b609dd9d06fed1f3']"
3593,stairs right then straight until room with red comforter then right into hallway turn left into bathroom wait by clear sink,Go down the stairs and turn right then go straight until you get to a room with a red comforter then turn right and go into that hallway and turn left and go into the bathroom. Wait by the clear sink. ,"['bbfd4eb3b8d646a1bcb815d63dbf0fe2', '8fe0b78b55964b8dabd6ea8693f87ec8', 'd573afade1c74167ac0d0b1a2e37ddc4', '37cb64e0cddc4f20b309abc4ff5344c2', '38bb31f87b6d4f19afedea1ad2d232f9', '626c0f49c8cb4d9b93a19215f540d8c7', '206999c99e3b4e748b4b8f23145eed99']"
3594,walk between counter across kitchen in middle of room,Walk between counter and stove across  kitchen and stop in the middle of dinning room. ,"['90440703eace49f3b867750beca05a25', '0eefd4bea0874786ab4946ca120bff73', '3c286cf678234163b7cb2ab3785fc498', 'e52749304010410ba3a1e058fe627b6d', 'e47436300f4f4b90a2415ea87eee0903', 'a26c4e73940a44c89caa6788fcf4ca97']"
3595,bedroom right hall stairs office through first door on right in doorway office,Leave the bedroom and take a right. Go down the hall passing the stairs and enter the office through the first door on your right. Stop in the doorway to the office. ,"['f3e7de357f254d15bb79bc62ef0c803e', '3429ecc6a320475fada43d43848b9aae', 'b6c62c6714d44a7080c83ec374607bcb', 'b564162b2c7d4033bfe6ef3dfb959c9e', '93292ae9057244519e582c2c53abfb3e']"
3596,head upstairs at top,Head upstairs and stop at the top. ,"['139cf2b84c594863a0e437a5ff3caa6e', 'a9842ed3d2064064a0c6a8c661916237', '90dcb8a526504454b728d3f7951f153f', '2123d2d754d741d2b1de4ea8328bba51', 'd63f17ffd240402899fc90e069e20da0']"
3597,turn straight path right last plant,Turn around and go straight down the path. Turn right passed the last plant. ,"['9a896fadb819490089bf51005088f464', '6b0783db762e4593ab5ff5fa7caf57ce', '49e6c905a81c486baa8fec5e6e436ca9', 'c4c0d2047c27477aa1fbddd567a6ee4a', 'b893c0ba92f64e9e88698fc4225fad6a', 'a3dfeebf01d24ad19c009d3527fcb6cc', 'd1d21a951d804f5189c5ab3249b63b57']"
3598,walk outside of bathroom right head towards end of bedroom way door destination outside door,walk outside of the bathroom and turn right. Head towards the end of the bedroom and make your way to the door. The destination will be outside the door. ,"['8b55e4f095374cfe8ddb0fda0f0dfa02', '61cac35d27254f8b8edba9601c4f8b5f', 'bd9faec23bb3462c94a5fbc6c0a3d5cf', '5b7f2cd508224cf494408c67bb305815', '5c3c7dfad2b3409182ecaf5535107dc5']"
3599,forward into down middle of work space forward until white pail on floor next desk with black chair tan chairs stop,"Walk forward into, and down the middle of the work space. Walk forward until you reach a white pail on the floor next to a desk with a black chair and two tan chairs and stop. ","['12eaa3a3a39e4c9fa5106812cb7da084', '60e9c84ab617491594f5c2950cc6f3ee', '334f156071b34579ae4772f623b03429', '6944cb3d349a424899b2ed5b4c972763', '114842471cc14a44b2f284c943281413', 'a25a1fe848e044a99a0033878cd108bb', '2ed7a969a2d94eeb992c4f49d59cf0d7']"
3600,walk past bed toward desk table just outside bathroom,Walk past the bed and toward the desk and table. Stop just outside the bathroom. ,"['1dd50bf3662244b68314b8400ebb66b6', '087babe565fd471381ae7adbf938f5fc', '0a709d588fcd4ae5badd921366074d7a', '7a920bf869fd41099e44a0829f818361', '71f79f342cde467ba037a196c4e04f6a', '6ca411a8612d4a569362c6231dcf1b68']"
3601,head hall past mirror then across living room far left hallway wait near bathroom door,"Head straight down the hall past the mirror, then across the living room to the far left hallway. Wait near the bathroom door. ","['e165b44c56394d7b8322a813cd82d490', '87844ca5aad64bf790eb6db57770008b', 'de0c19e0b79c4db0b3b92b3bf9e33ee2', '8b07092911a24d28aa3761a261c10eaf', 'd35571d078954f8d89dcc1c79d91674c', '767338ad85174714a86e1e60a866a829']"
3602,past bed down hallway until in doorway of room at end of hall,Go past the bed and down the hallway. Continue until you are in the doorway of the room at the end of the hall. ,"['74ba19593c6343f8bdfffa8c062de530', 'bf5d29d3d97a47a8aaa1a6d0e981644c', 'c313e18d8f404a86b7d80b2845334ff5', '97e2b380b56147da8ec1044227eb11d6', '3a04fad0c67f4d99b63b6e6f9ad56204', '0413b1213d00429ba2bca2ecbbcf5deb', 'ff666d48400744e5b1c0b0ed48217391']"
3603,turn door on left long hallway door at end travel up stairs on left,Turn around and pass the door on the left. Go down the long hallway to the door at the end. Travel up three stairs on the left. ,"['5a897a166f6e4d3a8e2b2d94f03f86a2', 'f7664517a79b4e2ba69635bffa525d68', '34b8aac0033445599e8932a355b34695', '4dbe1da290ac444cb724401272429465', 'fa1d02186f8e4eba917dad99cf856b35', '813a76fa308b44f292ab40a25d1565ab', 'd2de17fa68294749a01641894b6ab12b']"
3604,exit bedroom between recliner lamp with duck on lampshade,Exit the bedroom. Stop between the recliner and the lamp with a duck on the lampshade. ,"['f0fea79c1a36425b9979f781ecd4d092', 'a9bdea807d534025a937b7c715bc974c', '64685718397043c08a14614bb91e36bc', '2dc819c5a5864cc8a953a8af8030acf4', 'e21f4a6f659642f6afff4610f15031e7']"
3605,exit kitchen across living room right into archway into theater room at chair sports picture on wall,"Exit kitchen, go across living room, turn right into archway and walk into theater room. Stop at chair and sports picture on wall. ","['a8fdaa0e5d5b4588b3fc15e7194227a3', 'd2040fe496a245c3bae20b84ce63083a', '7bfd840693034959a2dffb2625026980', '7ee437db8a914c6d8ce7555b3ce6aae4', 'a475d54e18664630b19f47575a874cf4', 'e844a14235aa4befbb3fad6e54e8715c', 'c32b70bb02ec4f35ad1c76599ad6178e']"
3606,straight by garden table turn into doorway,Go straight by the garden and passed the table.  Turn left and enter into the doorway. ,"['884a0669e02341679743a69f4049a41f', '0ed4c12ae2734b52866842a32a2bbaad', '987ba42081144f569eac1ddea227612a', '42b4de3318a74ec78dcd6f80803ea859', 'bc563332fa4c48abaef8a1cb712075f8']"
3607,indoors then right on second opening head straight past table with straw chairs straight wait by grey couch,Go indoors then turn right on the second opening and head straight past the table with the straw chairs. Go straight and wait by the grey couch. ,"['ab94f4d54596413fb89e01ec9b2fff65', '16eb46a968384060821cb59d0e04f4dd', 'cd47116ee6264bc691811409bf779f34', '18653fa3d6ba4f82889237201ee07d11', '1d316dfbe35f41dd9203eaf88be5aae8', '668afc4dfc26489eb3cb2ac023fd9746', '86c7e095a5bd46cf8d2e286ab67d7ded']"
