src,tgt,path
downstairs wait at bottom near dining table,Go downstairs and wait at the bottom near the dining table. ,"['2123d2d754d741d2b1de4ea8328bba51', '90dcb8a526504454b728d3f7951f153f', 'bacef43d28c74751a7bd62578d443053', '3c8b0995c325481a85ad4648931e5fde', '261b527d225d4fcf85f580f3b304ae36', '047b99fae29f402993cc29a73d29c977', 'cacc1a7ffed24a21a4ea14a6643d79bb']"
down hallway right of stairs through doorway turn past bed in front of bathtub,"walk down the hallway to the right of the stairs, through the doorway and turn left past the bed. Stop in front of the bathtub. ","['1c2209fa44fc48c7b7ce7981bafc4ccf', 'b5b07238f2f94494b5d16390855584cb', '837b0a58fa8b4820a3c07e0c89ccfc60', '0672a86275c14b148e8618ecde714e06', '27b904430e4e48acb818e2ab80f183e3', '8b29770bf446475b814d254d9b2670f6']"
walk past picture of leopard on wall turn wait at entrance walk in closet,Walk past the picture of the leopard on the wall and turn left. Wait at the entrance to the walk in closet. ,"['f29cfc331fc44746a060813f1e9ef52c', 'fa2cbbb20350430bb00b7039031111a7', 'b09e4d4c48154b58914cf98dc3d8983a', 'b2f31140a9d0482096da4ac481fb8a56', '4262bd54789f4caf839be008248e4d90']"
exit room door right outside straight at bushes,"Exit dining room to open door,  turn right and go outside. Walk straight and stop at bushes. ","['5f7a10d0598a492abf7a73b4a7afa7ff', 'de0c19e0b79c4db0b3b92b3bf9e33ee2', 'fe9dd44381fe4a4f8d329ddf3d8582ac', 'ee82e12abf7d4665b54b4301e749876a', '49d5bf2abff24f709ca005ce3a3c9ed5', 'aae6e0ed91e444f3bf71ba34cbcfd994']"
stairs way then right at second doorway in front of black desk,"take the stairs, all the way down , then a right. turn left at the second doorway and stop in front of the black desk. ","['ff3ed1ef732845839881115ed38d331f', 'fc188c1c407146ce88db33e41d932cae', '01b9f3583d5e45739e01e0b3cfe21c09', '07828abd68f54c2ba9ede7aa649932df', 'ff0c027e9f0a4cd784e4851736c397a4', 'cbcae92ea4b34638a877dda9b4bd7be6', '290cf108dddc4095927677d0d56b7a7a']"
from stairs right around staircase then hall then right wait in doorway of bathroom,From the stairs turn right and walk around the staircase then walk down the hall. Then take a right and wait in the doorway of the bathroom. ,"['d54b2df8cb2d434b8406099fb5533b1c', '4133e50e81004f32847478a9cb5b3654', '6756942471174e5c937e15a8f8c0a6c7', '1f14c32cbfcb4683a2dc565ebc2332e2', '4bf813e46da7449b99d2dd21ea351d9a']"
stairs patio door wait at patio door,"Go down the stairs, walk to the patio door, wait at the patio door. ","['3b24477fb2e84338b1c1b2d2ac085aa3', '12a12badbdf44335b299d7656bac26b8', '36a2419151544f299c99cc0f247b2bb2', '0e7a7b8f99a84a719128d3d0982e9b59', 'a206c84102884dda82c5cbdd4e471bcd', '8fe0b78b55964b8dabd6ea8693f87ec8', '791d70f94a124a9e8013f173ce51ff08']"
down stairs wait in kitchen next stove,Walk down the stairs. Wait in the kitchen next to the stove. ,"['de07fa6aafd04c698dbc2dd9cdae9948', '6268c4082bdf4f029898a13ca335a8a1', '3187b9296abe47c68fc0e8bab7edfb36', '452f930d3b20485088ca14b716189512', 'afc1807e6a1946b79137c1a158526913']"
turn right chairs right into house wait near coffee table,Turn right and pass the two rocking chairs. Turn right into the house and wait near the coffee table. ,"['373c50dfa27649188f8e5b66c28f10a7', '7980b9f903164d48aaee2dbeb5615796', 'c9ac0c98d16a4105a3214989cac149c0', '48a2541fc50b4a57a609698e2375e9b1', '4547d37b305e41bdad0de45ade6971ca', '855bc326ad174253b57626daf123c608']"
exit closet forward into room ahead wait just inside entrance,Exit the closet and walk forward into the room ahead. Wait just inside the entrance. ,"['6bd0017610ff445698c3aad76b4f9e12', 'ee51e32e785e4649ae13c9152ec68893', '5260f113c5f542a8b6b115cbdfc9fef5', '36932f17cd6f4351ac3a9efd6632e0c9', '5e67772d3b8e45afb565072f436e590b']"
turn hallway marbled hallway room with carpet work out room there wait,"Turn around and go down the hallway.  Continue down the marbled hallway.  When you get to a room with carpet, a work out room, stop there.  Wait. ","['b2f2e0367c764b9b8b236ff6fe73f19c', '328ef7c3d2ed4da7a2e2af2f27735c10', 'e428c761024a458e8b052494cf6249f5', 'c8d856118813486e9c9b263afb5b38a7', 'fff5e96c0ba6429f86d5d8b3a74df5e2', 'c897acc78a8e4555b14b85fc32d41f3e', '56783c12f5104ec8b2e6debdddc710be']"
exit study walk across room with closets at closets,Exit study and walk across dining room to hallway with closets. Stop at closets. ,"['1316450be64b472c9f84f6f71a991757', 'f5df82be55df4d13af8d03695bad0163', 'cf33698ad71e4ff48d7ff42e35e3fd83', '61ff336a2ec442268785b388864ea348', 'a9366b89465a49028782a840a165a7e8', '2f20259787124d7e8a85408cd5767c65']"
exit office right into office on left next black chair,"Exit office to hall turn right, go into office on the left and stop next to black chair. ","['a1dce0f0e18745329e735fa5690af16f', '1fd387a5d80e4d58972490d89edee1fd', '57c701cc1ed74df19cd6c9a754c9baaf', '772987c5182047be8aed36730aa1d6e0', 'b22d5420f0b54692b01da8e91ba2d92f', '61b8ed10e81d46e09e19515659eada92', '6ef1007d4f8641cfa4102b27787f0210']"
walk out of small room turn out of room into second doorway on left stop,Walk out of the small room and turn left. Walk out of that room and into the second doorway on the left and stop. ,"['a599e4a5e64a4b8aae49c496b524a052', 'e8dd0203b5174ab38e737e853063a0d7', '79569bffc7674614a31ad21a0d3f922f', 'ad506c95650a444eb205c2f9ebbd26fc', 'd0b27407bb1e4e2d91592959e52bd102', 'fdf32301e35049ffa791629b4fe34d5e']"
enter recreation room straight right at hall bathroom through first right in front of sink,"Enter the recreation room and go straight. Take a right at the hall, and enter the bathroom through the first right. Stop in front of the sink. ","['05750907d34f40598b0ecf465c089c04', 'd4fba379bcee4c53bf62282ec8aded53', '9922aafc4ca442db9ff9aac3b0fd5b34', 'b8eb71f5698942739b74fff7dfd5ea32', '372772e3bfcb4cec94a25ed6b28981cf', '507bd57009ad43a7a6ec18e16456d2f8', '8e7d323375344d50974984333252a3a1']"
turn across hall walk across bedroom area doorway left wait there,Turn left and walk across the hall. Walk across the bedroom area and enter the doorway to your left. Wait there. ,"['d2ac4c15536f4a62b285088387a2c9b8', '5e770c44fdbf44079e0936d2e1aad894', '8db786868c1341709ea8777cb822e063', '1619aa4c11c445d092b43bafb4eaefea', '96e014c3d5894319b4155277e04ae637', '03e418be259e4659bb47e1734b02ec67', '5ebc7429c5344395b9849773581b6ebc']"
walk through bathroom turn into hallway in front of fireplace,Walk through the bathroom and turn left. Walk into the hallway and stop in front of the fireplace. ,"['a1dd7b2789d64b5a8e9adcd864ad9897', 'a1b5ae6f5d1b4ed0850441594bb971d4', '675491e4cc5a459db65fba26b03e6369', 'badf87714efc482f936c14de653318e5', '95a4b136cb854ea585cb23d67e174cb3', '23c4fc0e00a741c8a631f859af1af23c']"
stairs wait in middle of second flight of stairs,Go down the stairs and wait in the middle of the second flight of stairs. ,"['28472c433dc74f21aca3fa4722bb1666', '2985a27f4c174730b22ccb0f29699f36', '90dcb8a526504454b728d3f7951f153f', 'bacef43d28c74751a7bd62578d443053', '3c8b0995c325481a85ad4648931e5fde', '80e307b885d1427e859c654eb2f74042']"
turn around hallway first room on left wait near counter,Turn around to walk down the hallway and enter the first room on the left. Wait near the counter. ,"['3d6254ee55de4e4b997c64bd06d78af7', 'd3038501401941f8afe4e9e2df5eda73', '732ae10002fe4de0a6f62864391cdf11', 'cc7f149e59eb47fd8bde336f2bf3391d', '9e94e381ffbf44eabc4b3fb0f8bff78a']"
first sets of steps left walk kitchen at end of hall wait by counter,Go down the first two sets of steps and make a left. Walk to the kitchen at the end of the hall and wait by the counter. ,"['20f70ab4efec496c86529075648caef2', '5125c4a0a99f45788e694d5a73ba99c7', 'c29e99f090194613b5b11af906c47dab', 'aa4cfd0126dd4c6a9c533ca9cb4a033d', '5bc41a6e3b7748149e0e8592c5b4d142']"
exit bedroom walk toward stairway down stairway mid way down stairs,"Exit bedroom walk toward stairway, walk down stairway, and stop mid way down the stairs. ","['d7044641458e49b0803e186bd1856994', '2c16cbd610cf4e1b92b2830f51c07e32', 'cc15fb105d86466faafdd633f89148de', 'add739ed237b4b1ab540290617cdb30d', 'c688725841444971ab4788b382c60643', '2d20ebd11b9d4855bac237d15181e126', 'a74b9199d22447118e506cfa169638e3']"
walk left of table then straight between chairs few feet in front of patisserie stand,Walk to the left of the table then walk straight between the chairs and go stand a few feet in front of the patisserie stand. ,"['9bae0dba6a3e43f5ab4bbbac80396fc3', '2f366c82ffe246d9a3cc6d8bcca862d4', 'c0a8647aead54f7295512181bac0440e', 'deb943d89d2a44ce8850edec3c7308f9', '2ad491d5db914f9689bfec52a694dd18']"
forward toward blue furniture left in main room out of main door on right once outside,Walk forward toward the blue furniture and take a left. In the main room go out of the main door on the right. Stop once you are outside. ,"['8b22751d94034268b26b9960c1d28e4e', 'c645fc0e7e2a488fbed3580e98bd041e', 'cfd9511c06b34cd1b89ba36919a4e6b6', 'b6bcf908137f4b2d83d66e5fe6c35656', '73de1f780b804c92a2441ac92c442c49', '9cc6191a6e1642f984e54b1a79b83761', '5e5ce62aa2f540f1b5978222f8a9deb1']"
turn on deck couches towards living room near coffee table couch,Turn around and go on to the deck. Pass the couches and go towards the living room. Stop near the coffee table and the couch. ,"['69da3742bce54199a1f2a49ecabf8618', '6536cc05bf45478aa2aceaa3bc575b61', '4848ed4db295441c8722127d3df1c8c1', 'c75f71faa8b74a8eb875731b3dbe6183', 'be698bf5eb97439c98ce83c945aba879', '7dca42b9f8a04177b4766e6b90a76aef', '6b5e5f6e0e77495eb9333b0a741116f9']"
enter room head straight until doorway straight ahead through door wait by door on right,Enter the room and head straight until you get to a doorway straight ahead go through the door and wait by the door on you right. ,"['05869550e06a407a8dedf24f887c9b26', '00f205a65f374c5299b67176c0852e91', 'f75d8b1b682c4fee965dd7c5c2dfae74', '61551669f3094340b9a4957f92c30724', '3aa2bb32a50049de842d066eff185b66', '86231c45c6ac4672bd9c478bd0341335']"
walk past stairs turn down second step stop,Walk past the stairs and turn left. Step down to the second step and stop. ,"['7f870283a3db4ded839990a74bf6e5dc', 'd55affbb927443bcb1d4eb451e0e7ebb', '5dfe8adbc3794bebafeedcd832b04ea4', 'c5542c9984bc47b493361ba9e8d5c540', 'f88ef0b879b04fe5a8d0d4d96f9ebf6d']"
walk past couch across room walk through third doorway from left just inside doorway,Walk past the couch and across the room. Walk through the third doorway from the left. Stop just inside the doorway. ,"['45f892a4837c49028f47cb6a341f65df', '1e6190c84052401d8a2435eed54b82aa', '2287f7e926a7402a8723eaf0db683d09', 'ac56847024014b05bcc718f73ccde0b2', '4d574a196c884caa93b2da69dd36f201']"
between pool chairs once door,Go left between the pool and the chairs and stop once you reach the door. ,"['c72099534821414c956a08c899742eb8', 'd0f90601ac1b46fdb7258c230495f8a0', 'd8f7db8824674725a8334d3554cda5bf', '1a9eaf7e67c444ffbec01b999b40c5a2', 'a9aa7ad5b14e499082ed36083484cfa8']"
turn around up steps through glass doors just outside doors,Turn around and walk up the steps and through the glass doors. Stop Just outside the doors. ,"['0662f8da68b94d83a47af1e38f28f4e5', '27b26e3f29384e60944fc6151074b172', 'd7f5f168d31547ce866159165b644da5', '46aef22029c84fc491a34cd12b8c9d0e', '98f6724fca51444a9797160a6d9b52e5']"
fitness room right down hall third into closet in doorway closet,"Leave the fitness room and take a right,. Walk down the hall and take your third left into the closet. Stop in the doorway to the closet. ","['c3b46ef0552142a6b62a45cd30f26de8', '8c6c60e241e34c0685171c4f55322940', '751a95287d8e487eac608776f5e3a546', '15791b161c944d269ae3727bf19fc1a6', 'd7ec37565be24b1ca1d4f99c34fc1632', 'de68d1221d1749b392aff06c48512cf0', 'e345211511824219a62f1b8d639c477e']"
enter building first left in doorway,"Enter the building, and the first left, stopping in the doorway. ","['7b1606930f824359bac6c90077c694e7', 'fb81d03848c24f9a89220e899fa32b8d', '9d691cb5fdfc46d995836e1ea82465d7', 'c396a23da8b240d2a0bfcb1cd909abfc', 'cb0762e9b6af4891b7be36942549586f']"
turn toward inside of house talk through foyer at stairs turn stairs stop,"Turn toward inside of house. Talk through foyer. At stairs, turn left. Go up two stairs. Stop. ","['a58cfc143a484947b0a2c9395e7f11de', '067ad57950864b6482eee91a5bd6f5f5', 'aabe1ec42c7f426a85b709e03c4711e9', '0e59dc94728348e7a3e5e3746f2742ea', '1b07d95cb6784bbebbc116ed20469d65', 'f4810f2f18cb497389628bd8738ba036', '3c9615b3193a4e71ae932ea45fef8dde']"
hallway fireplace then slightly stairs kitchen wait by first bar stool,Go down the hallway and pass the fireplace then turn slightly left and pass the stairs and when you get to the kitchen wait by the first bar stool. ,"['cc1617446c6c4db9800195d4249b5ff2', '95a4b136cb854ea585cb23d67e174cb3', 'e1ac54fab83242b889a95320811c68e5', '4069c437611e44c69edf8175de76b201', '118169c7cc3f488e88a237f10cad437b', 'feb3e37459f942f98d53eb78d66375f5']"
through kitchen turn doors patio outside wait there,"Go through the kitchen, turn left and exit the doors that lead to the patio outside, wait there. ","['291e15430a244626a01d05c3d5396156', 'e7f453ee1079449fafa407b4e4e8e40c', 'b9548561951c4fe7b8a1c0cae0f46daf', '865e21984c724badb6eba2652a79d596', '3e146699b4664f1daa68bc3cc6061e55']"
turn hallway sink on until bathtub wait there,Turn left and go down the hallway pass the sink and keep on going until you get to the bathtub and wait there. ,"['c2afd30f822f4596ad244675bda175ba', '3d8a7ef8ace848de93dadc773b2d436d', '078205ae85ea491bbd006c4d075a0285', 'dca0d855b19a4504b86657af08e26a37', 'a5715412a2e640ef9919b40d0ef18308']"
walk past table chairs into hallway right just inside bathroom door,Walk past the table and chairs and turn left into the hallway. Turn right and stop just inside the bathroom door. ,"['e20ca2d896bc41bb9c03a679bf94fd68', 'da07d639cbd44e46abf3c23d9f7fa2c5', '89a5978345854bd486450d81c204a79d', '78d6e1d2e0d042af9f1c96b180d449d6', '4dbe1da290ac444cb724401272429465', 'a7a114ea184645d9a2710541e9dfdf0a']"
walk past bed turn through door down hall turn inside large doorway next double doors,Walk past the bed and turn left. Walk through the door and down the hall. Turn left and wait inside the large doorway next to the sliding double doors. ,"['31e2ead1db884aa0974a21674f83b488', 'ba3d3163aa4a4211a0bda0b7adf07b60', 'dcbc89b871b54cdd98d8b59b700d44a3', 'efe92e05c7f044dfb7cfc92e3cb2f2b9', 'e1ff49c1e5114971af1f3f6df0c155b2']"
exit room hard right into hallway end stop wait near partition,Exit the room and turn hard right into the hallway to its end. Stop and wait near the partition. ,"['222abe0ba4e34b4791c539e94696e6e2', '79569bffc7674614a31ad21a0d3f922f', 'ad506c95650a444eb205c2f9ebbd26fc', '5eaf782cc1e34b038bfa2d2fd383ab0a', 'aaaacb5ba3d54336ab642045633dd829', '2ab7cc6ff29e4f8298446de2fb2a3f01']"
exit bathroom left through office area then exit outside area wait,"Exit bathroom, make a left, pass through office area, then exit to the outside area, and wait. ","['2f59933fa37143049c27c412c3133c55', 'd71d7cbdac6643458be30ee6ed4777df', 'dac07b3c33a341eabae4e12895cf774a', '561539769a374a5fa17f167e4394a4c1', '69da3742bce54199a1f2a49ecabf8618', '6536cc05bf45478aa2aceaa3bc575b61']"
down hall into large room right through center double doors past table stop,Walk down the hall into the large room and turn right. Walk through the center double doors past the table and stop. ,"['b2c2abdd75de4ea6b203f890bf89cfb0', '005bcfda078e4a79892f5477b347a7fe', '975241bb74e744ed97b658a04f189d47', '1ba7d881e867480585d80c1222f54028', '85f8ca653a7d4d2c8b5415c12bd0abf8', 'eae656fc42b1467089883eae9a69c9da', 'ad945086480e44eb9c6cb83c63cd7864']"
exit room then right stairs right into kitchen wait by small painting on wall on right,Exit the room then go right and pass the stairs. Go right and into the kitchen. Wait by the small painting on the wall on the right. ,"['a9d71330f8144d979dcb2af0771cb0b5', '4069c437611e44c69edf8175de76b201', '118169c7cc3f488e88a237f10cad437b', 'feb3e37459f942f98d53eb78d66375f5', 'c1be688e07c845d194fa8c32d6327968']"
down stairs forward into bathroom stop near bathroom sink,"Walk down the stairs, walk forward into the bathroom, stop near the bathroom sink. ","['87844ca5aad64bf790eb6db57770008b', '4c2c1e8a608945ccbfe4cde76e6bfc30', 'dea35f3e2e5642aa920e3251f33fa036', '8c9910259a0941ee98435a78e2a8d1f3', '98ab4675e5d44a5693f3b57b370b66a8', '97e40352821545a9834df205cb834380', '1820cb9dba3a4dc0addaf429d2dc96e5']"
turn down hall at first door turn,"Turn left and walk down the hall, at the first door turn left and stop. ","['1f8182156ccd41f39c552ac05ab24877', '43b70941e6e24925b9097684ddf31c84', 'b2d31a869b644c738697a237d4e724b5', '3d6c224493aa4b8fa5fd16e7ae8e2d66', '9c36a2928f3d436181736d628dd0a694', '59163d8ecd3a41038c79bad8d0b51d7e']"
exit room under construction move into hall into first bedroom on right in doorway of bathroom,Exit the room under construction and move into the hall. Turn into the first bedroom on the right and stand in the doorway of the bathroom. ,"['c298917e0a0c4567a0895d6243540479', 'b37b1397ce5441199438878cfb1d9a64', 'f8a73e17d842414a8fea443765cdc1be', '3429ecc6a320475fada43d43848b9aae', 'f3e7de357f254d15bb79bc62ef0c803e']"
turn right staircase around bend up top of stairs top wait,"Turn to the right and go up the staircase, around the bend, up to the top of the stairs.  When you get to the top, stop there and wait. ","['813a76fa308b44f292ab40a25d1565ab', 'd2de17fa68294749a01641894b6ab12b', '7fc36de72634404d8b06b7779328e791', 'e58c9b6bf156474299c139009061c1ed', '5951cc1ffb5a47789fff75051dee56fb', 'b5d9540ef7f44a1cb325bead8debfc33', 'bd5ad4194bb44a6794529278f17e1185']"
walk past audio/visual shelves up stairs wait at top of landing,Walk past audio/visual shelves. Walk up stairs. Wait at top of landing. ,"['51303f65f927488da25d420f328ce63b', '1ec7b02628964cedb052c29579e6d404', '8e9f6d822fb04edd9c2217d223af3f9d', 'dc24c0e57e874e40a3ece84d23c012e2', '00e1ca9383af4c7ba86241fdeeb73819', 'ba5d70e6143e45c3a8281157ea9ed905']"
exit bedroom right then head outside near large cactus,Exit the bedroom and turn right.  Then head outside. Stop near the large cactus. ,"['78aa4d3dfb8c4c8581a8709e7b9bcde0', 'bf2cce0aae8f4c81b8dd4a167da03ebf', 'cafb18e8c7b041a8b4f85bf34cf4609d', '2b3822fd33c24bec964eeb305a86d81b', '848ce72594e44d42a022ec51edda9e7d', '6cca94cc96d94a249c664435547e600d', '57fd8a2ec2e341d0b03a9281b042a180']"
bathroom walk straight across hallway room on other side just before on yellow rug under dining table,Leave the bathroom and walk straight across the hallway to the room on the other side.  Stop just before stepping on the yellow rug under the dining table. ,"['5ef768195c0f4973b27ce733461a1752', 'fa9d2cdccb57422380697e7783d7248f', '4903a8de1d0945b6bd815f11aa2850e9', '6274ee399dac4c5fb61f8198069b490e', '397cae1de3b74644804196b838fd3c8a']"
walk past glass desk exit room into hallway turn staircase in middle of bottom landing,Walk past the glass desk and exit the room into the hallway. Turn left and walk to the staircase. Stop in the middle of the bottom landing. ,"['76df66b4815b44abb28ecdc7bdd95a29', 'da05ae0817dd456b9180e7f75f78224e', '5c092cee3b7c4684955a2827c06b87e1', '0e5f1cd9a1cf46ecb2280d75dbb0a819', 'd9a69bc7b8a54a319a05f366120ef056', 'e2b6e4010b84450c8dbc7e86258b4502']"
walk around wooden furniture towards stairwell up stairs top of next level,Walk around the wooden furniture towards the stairwell. Walk up the stairs to the top of the next level. ,"['c9b7a323a72141628f0c48aa7eb3430e', 'a33fe858085149e8908942d0bf98767f', '96490c4da78240058d1f76a07ed95c9d', '68e4c4477aa442cbbb9a9f1e54b9b831', 'f1b191033043441987b8ebf1bb55002c']"
exit bedroom right down hallway stairs right down stairs wait on landing,"Exit the bedroom, turn right and walk down the hallway to the stairs, turn right and walk down the stairs, wait on the landing. ","['50df19b5012e4451870d16320747ff9b', '3429ecc6a320475fada43d43848b9aae', 'b6c62c6714d44a7080c83ec374607bcb', '4291cbfde1024467b1548934653f07ce', 'b6dea13e3e414d718e5977ae827651ca', 'cd200cef3d824df19eadb99c5224e733']"
turn into ballroom/meeting room area turn ballroom right at entrance tables chairs,Turn around and go into the ballroom/meeting room area.  Turn left and walk to the ballroom.  You should stop right at the entrance where the tables and chairs are. ,"['6693377c80b04bb994dd3b7a26cd75ee', 'a39bc73eb9f64cbaabfca03100692305', '544ccad03803403c97721228e7cc9669', 'c50575c567e74abfbf95cdd50f71122d', '03d493822ac64466ba416f084a9d3bb9']"
walk toward white table until shower stairs wait at top of stairs,Walk toward the white table. Continue walking until you pass the shower and reach the stairs. Wait at the top of the stairs. ,"['1a5c7ec82b6e4a83afb6e76b4d2118c7', '227ed4cadd89473b93bfdde29decd566', 'de5a1f3ff9b24744b104e2e796b5cb29', 'cab30cd8524348de8aa89b2c9e10167d', 'fca61d936fac41c29ef4cd060765822d', '6a397fdd327d4bfa918a0d9586e4d25d']"
up stairs wait near top of stairs,Walk up the stairs and wait near the top of the stairs. ,"['cfb1d3bfd87d4e87a115ad9553e7a0df', '07828abd68f54c2ba9ede7aa649932df', '01b9f3583d5e45739e01e0b3cfe21c09', 'fc188c1c407146ce88db33e41d932cae', 'ff3ed1ef732845839881115ed38d331f']"
up steps right up steps turn down hall in bedroom doorway on right,Walk up the steps and turn right. Walk up the steps and turn left. Walk down the hall and stop in the bedroom doorway on the right. ,"['d50783f58f914110a0f004c6bb6d45b3', '2b77964bfc6a4f108f39b7849c8d6778', 'a4eb4ea3912a494490258a8444f247ec', 'f88ef0b879b04fe5a8d0d4d96f9ebf6d', 'b814285591cc43f799874da54f847a54']"
walk out of bathroom walk right past oven through kitchen walk past refrigerator right,Walk out of the bathroom and walk right past the oven and through the kitchen. Walk past the refrigerator and turn right and stop. ,"['9871b1fb068b495fa3e2ddac2f54cc16', 'f553a3287fb2438b979f09b09448c7c0', 'e0d2a4e22abe44d7810d7e448fff6704', '62e602fc5b85463dbd8f48ba625d05ef', '1e951fdbfd9d45bbaf935da945f5425c', '814d9aba371640e5a70bcb7833bfe08f', 'ca75317572dc44509427cf7b2caecda6']"
up stairs right past table into bedroom at end of hall by wicker chest of drawers,Walk up the stairs and turn right. Walk past the table into the bedroom at the end of the hall. Stop by the wicker chest of drawers. ,"['c4fc538718cc4918884d2040ce523a5f', '9001b330086e4aa69799729560e6dca0', '53672af2c15047818f2ead24a2370930', '2754e6a14cea44e9acbd495a1da9cf5d', '7cae5e5f8adf444d829c95b4a4412ffd', '8f25ebb1c23d4fddb035eb336426d5fa', '27869fb0e3414f2687b9580b335ec615']"
up stairs right at rope barrier turn after rope barrier right through doorway next on left,"walk up the stairs, turn right at rope barrier, turn left after rope barrier,  turn right and walk through doorway, stop next to chair on left. ","['385019f5d018430fa233d483b253076c', '1c91ed40af2246f2b126dd0f661970df', '79aedad1206b4eea9c4b639ea2182eb7', 'dd6b2993f882400ab51f9e8c38148b7a', 'fd433ad8502149ec849c4c51bb989e4a', '7e3147f2e0c24ea78fe71609fd36e7ee', '8113cb01c8d944a1af5f2dfc7f008b0c']"
exit barbecue area enter through door on left across living area wait in hallway,Exit the barbecue area and enter through the door on left. Walk across the living area and wait in the hallway. ,"['b6bfed9c855f4d67a0ece0a83fc4ef67', '33aaa553587c41fbb213c8f321eab8b2', 'de39d04000ec4298a1d37e84eec6ea8d', '15dee203cd804c2f998b8dbbc55d6f98', 'cd2f3a1a606346c1980d4b27004f05cf', '410ec890d2514ed39248e9204f785ab8', '7022a22f8b694102a795919fce934e03']"
enter door slight right forward left then into bathroom,"Enter door. Slight right. Go forward. Take a left, then enter into the bathroom. ","['f7a2350f36174c5e80dce2d3b77fb777', '6c7301f898ff4b4c9d915dfbe887d507', '49913376d9ab471a8fce92a8edc786b9', 'af2982c371134df79520b348071775a0', 'ad3a2912de974a5690af5050e6ade942', 'db42868ee24c45dcb7cd4f5ae61f47fe', 'f3aa7887b82f4e1787dca604277580bd']"
enter office turn exit office hall in bathroom doorway on left,"enter office, turn left, exit office, enter hall, stop in bathroom doorway on left. ","['771f6afffb0c4e6d9fe9cca06b6a9cbb', 'f1c9fe4b49c443e891b6ef6b41ec25bc', 'd2bf18703fd645bcb077523c3c200c30', '49f26e22f7514331b35d76bc1b8bb9f5', 'e72479914a95422abb9a01ce4bdf0ab6']"
walk into bathroom,Walk into the bathroom. ,"['0ab3970074fb418da34405440e01093e', 'a42b0b5c27b347b1bac3ed3e145785ba', 'efe359ee05ea46c587196354c2d1cc96', '8b41e8798d78402f9f36b242972d729b', '45ee2d428b7c42a98afe21f68a8fa298']"
bathroom right down hall up stairs house through main door stop,Leave the bathroom and take a right. Walk down the hall and up the stairs. Leave the house through the main door and stop. ,"['f3aa7887b82f4e1787dca604277580bd', 'db42868ee24c45dcb7cd4f5ae61f47fe', 'ad3a2912de974a5690af5050e6ade942', 'af2982c371134df79520b348071775a0', '49913376d9ab471a8fce92a8edc786b9', '6c7301f898ff4b4c9d915dfbe887d507', 'c22f5ecc360048698e71cad6542f07a6']"
walk right around fireplace through doorway right wait in hallway by pocket door,"Walk to the right, around the fireplace, through the doorway and turn right. Wait in the hallway by the pocket door. ","['d807887a425a41249a31c69a41adb313', '28170cad00aa4938a612db2e82628000', '21da82bc068c4d19a1c9168e86c417c2', '54f83ce9bf4543ff8219bd1c450ada78', 'd166ebf97d1b4e1bae5234cb40ad4a50']"
bedroom into dining room walk stairs on fourth stair from bottom,Leave the bedroom and go into the dining room. Walk to the stairs and go up. Stop on the fourth stair from the bottom. ,"['30d053d37e614dd999a93cb5c5f41533', 'a5ed9e39260e4273b0cdbda78d3f917d', '1b208b02fa6f46c999355dd1f59f29fb', '6e7445ceeb244238b3162f7fa478bb6a', '63a2a4cb2cba477bba0ad596573efbf9']"
walk inside straight forward carpeted area,Walk inside.  Continue straight forward and stop when you reach the carpeted sitting area. ,"['45a4210a4c224ae5be8b8ce77e6c90a7', '7b1cfeb261774b58b68a0ad935b92649', '20bf170c987d452cbc7b0721e9346062', 'b2ccf1e70dbf487f8f0e1b0827e54014', '272d5682d2b940e2871c0edec0ead4fd', 'ce21aa1c088c431f937dcba171c9961d']"
into bedroom sharp right into doorway straight down hall then at first archway on left,"Go into the bedroom, make sharp right into doorway. Go straight down hall and then turn left at the first archway on the left. ","['c5d69bc65a974825ba37fb9301bd063f', '2214a74fb40846aa8acf94d88a1b19c0', 'a78f668e5f7b4afebd355b946aeb9422', 'c8ecc5b238f143d89d756449616c5798', 'fbd7f3d338eb4ff883275a1c54e61bd9', '9b9d929b88994a0eaf69501c2cab3444', 'b814285591cc43f799874da54f847a54']"
walk past stairs download hall near alcove outdoors,Walk past the stairs and download hall. Stop near the alcove that leads outdoors. ,"['00862e7575f6408ba95204f85ee7f3da', '912e008205b74654bdcc87040f5f4c6e', '06da7453b0404447beb234e2965c9c1d', 'c32d398fb79d4f23b346493157afb382', '1e9343f1a2a944a6b1d6d6fc990f02cb', '72f16c850d5347b29b3955b350a58f5f']"
slight left at ping pong table toward staircase wait by white chair at desk,Take a slight left at the ping pong table. Go toward the staircase. Wait by the white chair at the desk. ,"['6305bc16b5c342fea87e0a5ede50f960', 'adbe4f1c6ccd4dfbb3752685700e412a', 'b29274ad819d4011aab6f538373d0ee1', '2ed7a969a2d94eeb992c4f49d59cf0d7', '86958e49dad94db090a8dd520b4994a3']"
walk forward towards big round table into hallway on left near stairs just outside of first door on left,Walk forward towards the big round table. Go into the hallway on the left near the stairs. stop just outside of the first door on your left. ,"['005bcfda078e4a79892f5477b347a7fe', '975241bb74e744ed97b658a04f189d47', '611214ad029a4d4da4b45ebb8a257b3d', 'bffa1faac5024b19abf8b4150e634c9c', '5e770c44fdbf44079e0936d2e1aad894']"
