src,tgt
exit bathroom by solid wooden door left of vanity mirror through first door on left upon bathroom walk straight across adjacent room glass table with white chairs on left as through doorway in front of,"Exit the bathroom by the solid wooden door to the left of the vanity mirror.  Go through the first door on your left upon exiting the bathroom, and walk straight across the adjacent room.  A glass topped table with white chairs will be on your left as you pass.  Stop when you walk through the doorway in front of you. "
down hallway in front of with brown chairs hallway up steps at top of stairs,Walk down the hallway in front of you with the 2 brown chairs. Continue down the hallway and up the steps. Stop at the top of the stairs. 
exit closet hallway right past chairs bathroom wait at top of steps next painting,"Exit the closet and follow the hallway to the right. Continue walking, past the chairs and bathroom. Wait at the top of the steps, next to the painting. "
exit room then right brown chairs then steps wait near yellow blue painting on right wall,Exit the room then turn right and pass the two brown chairs then go up the steps and wait near the yellow and blue painting on the right wall. 
exit study down stairs hard right toward living room stairs into living room wait at bottom of stairs,"Exit the study, walk down the stairs to the hard right, walk toward the living room, go down the stairs into the living room, wait at the bottom of the stairs. "
room right before stairs in hallway straight sitting room stairs at bottom of stairs,"Leave the room and take a right before you reach the stairs. In the hallway go straight and enter the sitting room, going down the stairs. Stop at the bottom of the stairs. "
from library toward marble stairs stairs ahead toward room with large fireplace at room entrance,"From the library, go out toward the marble stairs  Go down the stairs and ahead toward a room with a large fireplace.  Stop at the room entrance. "
exit room with toilet turn at shower room with beds until right outside,Exit the room with the toilet.  Turn left at the shower.  Exit the room with the beds.  Keep walking until you can turn right.  Walk outside and stop. 
exit bathroom bedroom right building wait at white pillar,"Exit the bathroom, exit the bedroom, turn right, exit the building, wait at the white pillar. "
exit bathroom then forward bedroom right outdoor area by doors,"Exit the bathroom, then go forward and exit the bedroom, turn right and go to the outdoor area, stop by the doors. "
walk forward area veer at bottom of stairs,"Walk forward, and pass the sitting area. Veer left. Stop at the bottom of the stairs. "
walk way down hallway past mirror then veer at base of stairs,"Walk all the way down the hallway, past the mirror. Then veer left and stop at the base of the stairs. "
exit room turn straight until stairs on left wait there,Exit the room. Turn left. Go straight until you get to a the stairs on the left. Wait there. 
exit first room through door right then right again into room with long white lounging seats stand inside room with white/gray marble walls floors,"Exit the first room through the door nearest to you, turn right, then right again into the room with two long white lounging seats. Go stand inside the room with white/gray marble walls and floors. "
exit room then right then right again into room next door straight into door in middle wait by table,Exit the room then turn right and then right again to go into the room next door. Go straight and go into the door in the middle. Wait by the table. 
walk into hall hard right into tiled room with loungers across tile room bathroom at slippers soaps,"Walk into hall, turn hard right and walk into tiled room with 2 loungers. Walk across tile room to bathroom. Stop at slippers and soaps. "
turn wait by reception desk,Turn left and wait by the reception desk. 
walk past water cooler out door right in front of round desk,Walk past the water cooler and out the door. Turn right and stop in front of the round desk. 
past water cooler room in front of desk,Go past water cooler. Exit the room. Stop in front of the desk. 
walk forward white sofas on left forward at round white table with vase towards stairs up small stairs at bottom there,"Walk forward passing the white sofas on the left. Walk forward and turn left at the round white table with vase towards the stairs. Walk up the two small stairs at the bottom, and stop there. "
exit living room large door lobby turn stairs stop at base of stairwell,Exit the living room to the large door leading to the lobby. Turn left towards the stairs and stop at the base of the stairwell. 
turn left white couch towards stairs front door on landing stairs,Turn around to your left and pass the white couch. Go towards the stairs and the front door. Stop on the landing to the stairs. 
walk between white brown chairs towards bookshelves with ladder half way past,Walk between the white and the brown chairs. Go towards the bookshelves with the ladder and stop half way past it. 
walk towards white ladder then once rug on floor,Walk towards the white ladder and then wait once you get to the rug on the floor. 
move toward white ladder,Move toward the white ladder. 
walk into bedroom through door on right in front of sink,Walk into the bedroom and through the door on the right. Stop in front of the sink. 
enter house past bed into room on right wait near sinks,Enter the house. Go past the bed and go into the room on the right. Wait near the sinks. 
inside past foot of bed right before bedroom walk past closet into bathroom step on red carpet stop,Go inside and walk past the foot of the bed.  Take right before exiting the bedroom and walk past a closet into a bathroom.  Step on the red carpet and stop. 
inside past long glass table turn through doorway left of table with horse statue on couple of feet past doorway,Go inside past the long glass table and turn left through the doorway to the left of the table with the horse statue on it. Stop a couple of feet past the doorway. 
turn house once inside straight past chairs on right table with chairs on left at end of table turn doorway once inside doorway,"Turn around and enter the house. Once inside, walk straight past the chairs on the right and the table with chairs on the left. At the end of the table turn left and enter the doorway. Stop once inside the doorway. "
walk inside around screen walk around dining table turn at table with horse statue on through doorway just after through doorway,Walk inside and around the screen.  Walk around the dining table and turn left at the table with the horse statue on it and go through a doorway.  Stop just after stepping through the doorway. 
kitchen head right past nightstand with circle lamp head into living room onto patio at brown door mat,"Leave the kitchen and head right, going past the nightstand with the ""circle"" lamp. Head into the living room and go out onto the patio.  Stop at the brown door mat. "
kitchen right into room walk room through double doors before pool,"Leave kitchen and turn right into sitting room, walk left across sitting room through double doors to outside. stop before pool. "
exit kitchen right small table with lamp straight ahead towards living room enter turn fireplace at doormat pool area,"Exit the kitchen and turn right. Pass the small table with the lamp, and go straight ahead towards the living room. Enter, and turn left passing the fireplace, and stop at the doormat that leads you to the pool area. "
walk into house right into dining room through door left through dining room into living room stop in doorway,Walk into the house and take a right. Go into the dining room through the door farthest left. Walk through the dining room into the living room and stop in the doorway. 
turn house dining room wait in entry way of living room,Turn around and enter the house. Enter the dining room. Wait in the entry way of the living room. 
walk through entrance walk through second doorway on right into dining area turn then into doorway of living room,"Walk through the entrance and walk through the second doorway on your right, into the dining area. Turn left, then walk into the doorway of the living room. "
from top of stairs right walk through entryway then left hall walk room at end of hall wait,From the top of the stairs make a right and walk through the entryway then make a left and go down the hall. Walk to the room at the end of the hall and wait. 
down toward bedroom turn at hallway slight into next hallway slight right into bedroom stop at dresser,"walk down hall toward bedroom, turn left at hallway, turn slight left into next hallway. turn slight right to bedroom, walk into bedroom and stop at dresser. "
hall right at top of stairs hallway straight into bedroom at end of hall in doorway,Go down the hall to the right at the top of the stairs. Take a left down the hallway and go straight into the bedroom at the end of the hall and stop in the doorway. 
walk into building past couch walk across room out door right into room behind brown chair on right,Walk into the building and past the couch. Walk across the room and out the door. Turn right and walk into the room. Stop behind the brown chair on the right. 
walk through bedroom onto other veranda office area,Take a walk through the bedroom and onto the other veranda where you will find the office area. 
right bedroom bed door on other side outside turn office stop here,Go the right and enter the bedroom. Go passed the bed to the door on the other side. Go outside and turn left to enter the office. Stop here. 
exit office right at exit sign turn right at open door wait next long table chairs,"Exit office, turn right. At exit sign turn right. Turn left at open door and wait next to long table and chairs. "
exit room right end of hall right inside first door on left,Exit the room and turn right. Go to the end of the hall and turn right. Wait inside the first door on the left. 
exit office hallway right right again hall into open conference door on left,Exit the office and go down the hallway to the right. Turn right again.  Go down the hall and go into the open conference door on the left. 
walk past sets of tables on left through door on right turn wait in hallway intersection,Walk straight past the sets of tables on the left. Go through the door on the right and turn left.  Wait in the hallway intersection. 
forward towards door room through door left wait in hallway,Move forward towards the door to exit the room. Go through the door and go left. Wait in the hallway. 
walk towards wooden door out of conference room left next corner of glass wall on left,Walk straight towards the wooden door. Walk out of the conference room and take a left. Stop next to the corner of the glass wall on the left. 
walk toward stairs turn past table chairs in front of kitchen sink,Walk toward the stairs and turn left. Walk past the table and chairs and stop in front of the kitchen sink. 
enter inside right forward staircase on right forward dining table walk towards sink faucet on left there,"Enter inside and turn right. Walk forward passing the staircase on your right. Keep walking forward, and pass the dining table. Walk towards the sink faucet on your left, and stop there. "
head in past area into kitchen stop wait near sink,Head in past the dining area into the kitchen. Stop and wait near the sink. 
walk towards kitchen left just before kitchen island walk past dining table on right wait at tv,Walk towards the kitchen. Make a left just before the kitchen island. Walk past the dining table on the right. Wait at the TV. 
straight through hallway towards counter with sink once at end of hallway then straight towards area with tv around right side of couch walk straight towards glass doors outside patio outside,Start out going straight through the hallway going towards a counter with a sink. Once your at the end of the hallway then turn left and head straight towards the sitting area with the tv hanging up. Go around the right side of the couch and walk straight towards the glass doors leading to the outside patio and go outside. 
enter kitchen walk across living room wait at outside bar,Enter kitchen and walk across living room to outside. Wait at outside bar. 
bathroom veer right hall kitchen through door on left next door on right,"Leave the bathroom, and veer right. Go down the hall, and enter the kitchen through the door on the left. Stop next to the door on the right. "
walk out door down hallway right into first room on left kitchen once into room in front wetbar room on right,"Walk out the door, and down the hallway to your right. Walk into the first room on the left that leads to the kitchen. Once you walk into the room, stop in front the wetbar room on the right. "
exit bathroom down hallway right way mirror then into kitchen at doorway,"Exit the bathroom and walk down the hallway to the right. All the way to the mirror, then turn left into the kitchen. Stop at the doorway. "
exit bathroom then bedroom through door on left left down hallway bedroom on left then in front of toilet on right,"Exit the bathroom, then exit the bedroom through the door on your left.  Turn to the left and walk down the hallway.  Enter the bedroom on your left then stop in front of the toilet on your right. "
exit bathroom toward room then door on left bedroom turn hall turn on first door then right into bathroom wait by toilet,Exit the bathroom toward the room then use the door on the left to exit the bedroom. Turn left and head down the hall. Turn left on the first door and then turn right into the bathroom and wait by the toilet. 
bathroom bedroom left in hallway first bedroom on left bathroom in front of toilet,"Leave the bathroom, and bedroom. Take a left in the hallway and enter the first bedroom on the left. Enter the bathroom. Stop in front of the toilet. "
walk out of bathroom turn left walk top of stairs,Walk out of the bathroom and turn left. Turn left and walk to the top of the stairs. 
turn around toward white counter room turn door right wait by stairs,Turn around and walk toward the white counter. Exit the room. Turn left and enter the door to the right. Wait by the stairs. 
bathroom into bedroom turn past painting of girl book turn left again into hallway walk stairs at top not stairs,Leave the bathroom and go into the bedroom.  Turn left and walk past the painting of the girl reading the book and turn left again into the hallway.  Walk to the stairs heading down and stop at the top.  Do not go down the stairs. 
into dining area walk other side of room right door on left side of room in doorway,"Go into the dining area. Walk to the other side of the room, turn right,  and go to the door on the left side of the room. Stop in the doorway. "
walk across dining room wait outside on patio,Walk across the dining room and wait outside on the patio. 
walk into dining room right around tables door at end of room on right once room on patio,Walk into the dining room and take a right. Walk around the tables and go to the door at the end of the room on the right. Stop once you exit the room and are on the patio. 
hallway room with dome left at dome once in large empty room,Leave the hallway and enter the room with the dome. Take a left at the dome. Stop once you are in the large empty room. 
turn right through door couch then,"Turn right and go through the door, go passed the couch and then turn left and stop. "
with display case ahead of in next room forward past display case room through opening on left,"With the display case ahead of you in the next room, walk forward, going past the display case, and exiting the room through the opening on your left. "
exit bedroom then into second door on right wait by bed,Exit the bedroom and then turn left and go into the second door on the right. Wait by the bed. 
exit bedroom through door corridor turn second door on right toward bed there,Exit the bedroom through the door leading to the corridor. Turn left. Enter the second door on the right. Go toward the bed. Stop there. 
turn bedroom into hallway turn hallway second doorway on right up foot of bed wait,Turn around and exit the bedroom into the hallway. Turn left and go down the hallway. Enter the second doorway on your right. Walk up to the foot of the bed and wait. 
walk straight then right at stair then stair,go walk straight then turn right at the stair then go up the stair. 
stairs at level left steps stop,"Go up the stairs, at the level make a left and go up five steps and stop. "
up stairs at step from top,"Walk up the stairs, and stop at the 4 step from the top. "
exit office then left hallway then into room wait there,Exit the office then turn left. Go down the hallway then turn left and go into room 343. Wait there. 
leave office turn hall in empty office hall,Leave office and turn left down hall. Stop in empty office down the hall. 
walk out door then end of hallway then right room,Walk out the door and then turn left. Walk to the end of the hallway and then turn left. Turn right and stop when you enter the room. 
walk upstairs dining room area on left wait there,Walk upstairs and enter the dining room kitchen area on the left.  Wait there. 
up steps through entryway on left by counter,Walk up the steps and through the entryway on the left. Stop by the counter. 
turn up stairs top at top first doorway left right before table,"Turn left and walk up the stairs to the top. At the top, enter the first doorway to the left and stop right before you reach the table. "
hallway stop at living room,"Go left down hallway, stop at the living room. "
doorway down hallway with windows outside on right straight past stairs slightly large wall of glass on right with few cement stairs,leave the doorway and walk down the hallway with windows to the outside on your right. Continue straight past the stairs and slightly left. Stop when there is a large wall of glass on your right with a few cement stairs. 
hard left turn down corridor near window,"Take a hard left turn and walk down the corridor, stopping near the window. "
walk into building past kitchen area up stairs walking in same direction until down at top of stairs without,"Walk into the building, past the kitchen area, and up the stairs.  Keep walking in the same direction until you come to stairs going down and stop at the top of these stairs without going down. "
walk ahead sink faucet on left up stairs walk towards next set of stairs on top of stairs there,"Walk straight ahead passing the sink faucet on the left and up the stairs. Walk straight towards the next set of stairs, and stand on top of the stairs, and stop there. "
walk inside up small set of stairs straight onto stairs down on third step,Walk inside and up the small set of stairs. Continue straight onto the stairs that go down and stop on the third step. 
walk upstairs right wait at end of walkway,Walk upstairs and to the right. Wait at the end of the walkway. 
stairs.turn right past balcony in doorway master bedroom,Go up the stairs.Turn to the right and walk past the balcony. Stop in the doorway to the master bedroom. 
top of stairs hallway towards open area with light bedroom at far end with long couch inside of,Go to the top of the stairs and turn down the hallway towards the open area with the hanging light and continue to the bedroom at the far end with the long couch inside of it. 
stairs left into archway step into second archway then,"Go up the stairs, make a left into the archway, step into the second archway and then stop. "
up stairs left room in middle of doorway,"Walk up the stairs, and take a left towards the room. Stop when you are  in the middle of the doorway. "
finish stairs turn left in doorway of room with bench near table with potted plant on,Finish going up the stairs and turn left.  Keep going and stop in the doorway of the room with the bench near the table with a potted plant on it. 
closet right hallway first set of stairs at bottom of stairs,"Leave the closet and take a right down the hallway. Go down the first set of stairs, and stop at the bottom of the stairs. "
forward right hallway stairs stop,"GO forward and turn right, going down the hallway. Go down the stairs and stop. "
walk through doorway turn down hallway stop before first doorway on left,"Walk through the doorway, turn left and walk down the hallway, stop before the first doorway on the left. "
walk ahead next small glass table with flower arrangement on,Walk straight ahead and wait next to the small glass table with the flower arrangement on it. 
forward with reception desk on left before round table on round tile decoration,Walk forward with the reception desk on your left. Stop before you reach the round table on the round tile decoration. 
room management turn hallway near circle in middle of room,"Facing the room marked ""management"" turn left and go down the hallway, and stop near the circle in the middle of the room. "
bedroom straight hall halls on first stair from top,"Leave the bedroom, and go straight down the hall. Go down the halls, and stop on the first stair from the top. "
turn right bedroom walk straight end of hall wait at top of stairs,Turn right to exit the bedroom. Walk straight and to the end of the hall. Wait at the top of the stairs. 
bed with back towards bathroom immediate right out door next gray chair outside bathroom past open door on left through hallway until cross road left doorway till stairs on right hand side,"Facing the bed and with your back towards the bathroom, take an immediate right and walk out the door that's next to the gray chair. Outside the bathroom, walk past the open door (that's on the left) and continue through the hallway until you see a cross road. Take the left doorway and continue till you see stairs on the right hand side. "
walk towards staircase past staircase until door outside on left door stop near trees,Walk towards the staircase.  Continue walking past the staircase until you reach a door that leads outside on your left.  Go out the door and stop near the two potted trees. 
right down hallway toward staircase past left outside through breezeway in front of hedges,Keep right down the hallway toward the staircase.  Continue past he stairs and go left outside. Go through the breezeway and stop in front of the hedges. 
away from hanging on wall hall right past stairs mirror turn out front door straight before bushes,"walk away from the painting hanging on the wall, follow the hall to the right, walk past the stairs and a mirror, turn left to walk out the front door, walk straight and stop before the bushes. "
past pool spa toward house through double doors into house inside in front of dinning room table,Go past the pool and spa toward the house.  Go through the double doors and into the house.  Stop inside in front of the dinning room table. 
walk on travertine pavers past pool jacuzzi walk through archway right of spot light through open french doors wait near columns,"Walk on the travertine pavers, past the pool and jacuzzi. Walk through the archway to the right of the shining spot light. Enter through the open french doors, and wait near the columns. "
pathway between bushes up steps through archway enter house through double doors in entry way between pillars,Walk down pathway between bushes up steps. Walk through archway and enter house through double doors. Stop in entry way between two pillars. 
pass black patio table head toward large glass doors building then at doors,Pass the black patio table and head toward the large glass doors that lead to the building then stop at the doors. 
walk across patio way at double doors in,Walk across patio to entry way. Stop at double doors going in. 
walk past iron patio table on left head towards entry on left at entry building before inside,Walk past the iron patio table on the left. Head towards the entry on the left. Stop at  the entry to the building before you are inside. 
walk between tables slightly right straight between tables past support beams on left turn after second beam walk between tables next support beam on left right past long rectangular table on left wait near end of rectangular table,"Walk straight between the two tables and turn slightly right. Continue straight, walking between the tables and past two support beams on the left. Turn left after the second beam and walk between the tables to the next support beam on the left. Turn right and continue past the long rectangular table on the left. Wait near the end of the rectangular table. "
turn right around table other side of tables careful not into posts bar area wait there,Turn around and go to the right around the table.  Go to the other side of the tables.  Be careful not to run into the posts.  Stop when you get to the bar area.  Wait there. 
travel through center of of tables until past large group of tables turn long table with white tablecloth face bar,Travel through the center of all of the tables until you are past the large group of tables. Turn left and go to the long table with the white tablecloth. Face the bar. 
way up stairs then into room on left wait by white bed,Go all the way up the stairs and then turn left and go into the room on the left. Wait by the white bed. 
up stairs turn right up rest of stairs doorway on left at top of stairs in front of bed,"walk up the stairs, turn right, walk up the rest of the stairs, enter the doorway on the left at the top of the stairs and stop in front of the bed. "
stairs next floor turn wait at foot of bed,Go up the stairs to the next floor and turn left. Wait at the foot of the bed. 
turn right down hallway way table on end then at bottom of stairs,Turn right and walk down the hallway all the way to the table on the end. Then turn left and stop at the bottom of the stairs. 
hallway toward staircase stop,"Walk down hallway, and toward the staircase and stop. "
down hall veer left at bottom of stairs,Walk down the hall and veer left. Stop at the bottom of the stairs. 
exit closet veer building through glass doors wait on balcony near door,Exit the closet and veer left to exit the building through the glass doors. Wait on the balcony near the door. 
exit door into bedroom next walk glass door outside wait here,"Exit door, and walk into bedroom.  Next walk to the glass door, and go outside.  Wait here. "
exit closet past foot of bed towards balcony in center of balcony view,Exit the closet and go past the foot of the bed towards the balcony. Stop  in the center of the balcony and admire the view. 
exit room turn into room wait near bed,Exit the room. Turn left and go into the room. Wait near the bed. 
walk through room in doors past stairs then bedroom walk into bedroom,"Walk through the room you are in doors, past the stairs then turn left when you reach the bedroom and walk into the bedroom. "
walk through open door towards staircase turn at first open door into bedroom stop,Walk through the open door towards the staircase. Turn left at the first open door into the bedroom and stop. 
exit room way straight until kitchen sink,Exit the room. Walk all the way straight until you get to the kitchen sink. 
walk out of bedroom past refrigerator in front of sink,Walk out of the bedroom and past the refrigerator. Stop in front of the sink. 
walk bedroom forward refrigerator on right in front of sink faucet,"Walk straight to exit the bedroom, and keep walking forward passing the refrigerator on your right. Stop in front of the sink faucet. "
walk through living room couches walk past open entryway up stairs ahead second level of home,Walk through the living room passed the couches. Walk past the open entryway. Walk up the stairs ahead to the second level of the home. 
walk through living room walk upstairs wait at top landing,Walk through living room. Walk upstairs. Wait at top landing. 
between couches out of doorway curved staircase stairs top,"Go between the couches and out of the doorway.  You'll see a curved staircase.  You should climb the stairs.  When you get to the top, you should stop and wait. "
walk straight toward front door inside wait there,Walk straight toward the front door and go inside. Wait there. 
walk toward front door into entryway in entryway,Walk toward the front door and into the entryway. Stop in the entryway. 
walk back into house into small room with double doors left entrance door directly in front of,Walk back into the house. Walk into the small room with the double doors to your left and the entrance door directly in front of you. 
exit pantry kitchen right kitchen dinning room wait near round table with chairs,Exit the pantry to the kitchen. Turn right and exit the kitchen to the dinning room. Wait near the round table with the chairs. 
exit pantry then right through kitchen stop wait near dining table,"Exit the pantry, then go right through the kitchen. Stop and wait near the dining table. "
turn right through area right past kitchen area towards table chairs left wait there,Turn right and walk through the kitchen area. Turn right and walk past the kitchen area towards the table and chairs to the left. Wait there. 
up stairs walk right before descending set of stairs wait by staircase,Walk up the stairs. Walk straight and turn right before the descending set of stairs. Wait by the ascending staircase. 
up stairs third right stairs stop,"Walk up the stairs and go straight.Take your third right, and go up two stairs and stop. "
up stairs through hallway top of stairs turn right wait at bottom of stairs,"Walk up the stairs, walk through the hallway to the top of the stairs, turn right, wait at the bottom of the stairs. "
turn straight ahead until couple of steps swimming pool on right straight ahead until table chairs in corner of portico small bush almost directly slightly right of in front of table chairs,Turn left. Proceed straight ahead until you come to a couple of steps.  There will be a swimming pool on your right. Continue straight ahead until you come to a table and chairs in the corner of the portico. There is a small bush almost directly and slightly to the right of you in front of the table and chairs. 
walk along brick path left up steps past hot tub on right down steps on left through rock garden wait near patio chairs,Walk along the brick path to the left. Walk up the two steps and go past the hot tub on the right. Walk down the two steps on the left and go through the rock garden. Wait near the patio chairs. 
path on patio steps across rocks first patio chair on left,"Go down the path on the patio, go up the steps, go across the rocks to the first patio chair on the left. "
brick walkway towards brick stairs into large room on left before stairs.wait,"Go down the brick walkway towards the brick stairs.  Go into the large room on the left, before you get to the stairs.Wait. "
walk open double doors walk along patio woven lounge chairs walk into open double doors on other side of lounge chairs into home,Walk passed the open double doors. Walk along the patio passing the woven lounge chairs. Walk into the open double doors on the other side of the lounge chairs and into the home. 
walk straight along path past table chairs turn on first open doors,Walk straight along the path past the table and chairs and turn left and enter on the first open doors you see. 
walk through open door ahead into lounge area with small beds then through door on opposite end of room into wooden floored room up counter area near plate on counter,Walk through the open door ahead into the lounge area with two small beds. Then walk through the door on the opposite end of the room. Into the wooden floored room and walk up to the counter area near the plate on the counter. 
exit sauna through door at other side of room stop in lobby by elevator,"exit sauna, walk through door at other side of room stop in lobby by elevator. "
step out of sauna turn past massage tables glass shelf out of room straight straight ahead into room walk past stairs stop by desk,Step out of the sauna and turn left. Walk past the massage tables and the glass shelf. Walk out of the room and go straight. Walk straight ahead into the room. Walk past the stairs and stop by the desk. 
walk forward towards gray chair right hallway up stairs wait near bathroom on left,Walk forward towards the gray chair. Turn right and continue down the hallway. Walk up the stairs and wait near the bathroom on the left. 
exit bedroom head for staircase stop at landing,"Exit bedroom and head for staircase, stop at the landing. "
bedroom hall stairs outside of bathroom on left,"Leave the bedroom, and go down the hall. Go up the stairs, and stop outside of the bathroom on the left. "
straight stairs head toward stairs down steps after turn left wait by table chairs,Go straight and pass the stairs going up. Head toward the stairs going down and go down the steps. After you go down turn left and wait by the table and chairs. 
walk around circular glass panels right stairs at bottom of stairs turn wait in front of glass table,"Walk around the circular glass panels to the right and continue down the stairs. At the bottom of the stairs, turn left and wait in front of the glass table. "
with window right forward stairs down bottom of stairs then at bottom turn steps downwards,"With the window to your right, head forward to the stairs leading down. Climb down to the bottom of those stairs and then at the bottom, turn left and take three more steps downwards. "
turn body right up stairs stairs in stair area by light switch set of stairs,Turn body right and walk up the stairs. Continue up the stairs in the smaller stair area. Take a left by the light switch and continue up the smaller set of stairs. 
walk upstairs living room walk next set of stairs wait,Walk upstairs to the living room.  Walk halfway up the next set of stairs and wait. 
up first set of stairs then second step of stairs at fourth top step,"Walk up the first set of stairs. Then walk up the second step of stairs, and stop at the fourth top step. "
step forward turn kitchen left doorway wait near sink,"Step forward, turn left and enter the kitchen. Keep to your left, enter the doorway, and wait near the sink. "
forward with wooden chairs on left at end of hall through door turn again through door in kitchen,"Walk forward with three wooden chairs on your left. Turn left at the end of the hall, and go through that door. Turn left again, and go through that door. You will end up in a kitchen. "
past chairs on left turn into room turn into room on left wait near sink,Go past the three chairs on the left. Turn left. Go into the room. Turn left and go into the room on the left. Wait near the sink. 
straight then into last room from left turn into closet wait there,Go straight and then go into the last room starting from the left. Turn left and go into the closet. Wait there. 
away from musical instruments.turn corner walk through door bedroom closest stairs then into room closet,Walk away from the musical instruments.Turn the corner and walk through the door to the bedroom closest to the stairs. Then go into that room's closet. 
walk forward then door right once in door left once closet,"Walk forward and then turn left when it opens up. Enter the door the right Once in, enter the door to your left and stop once you enter the closet. "
exit bathroom steps wait at bottom of stairs,Exit the bathroom and go up the steps. Wait at the bottom of the stairs. 
exit bathroom bedroom up steps stand at bottom of stairs next art with blue lines,"Exit the bathroom. Exit the bedroom. Walk up the steps. Go stand at the bottom of the stairs, next to the art with blue lines. "
bathroom up stairs turn at base of stairs,"Leave bathroom to bedroom, walk up stairs, turn left and stop at base of stairs going up. "
exit conference room right hallway left into first open door wait just inside room,Exit the conference room. Make a right and go down the hallway. Make a left into the first open door and wait just inside the room. 
turn right around office table door turn,Turn right and go around the office table. Exit the door labelled 01. Turn left and stop. 
conference room right down hall classroom through first door on left once door,"Leave the conference room and go right. Walk down the hall, and enter the classroom through the first door on the left. Stop once you pass the door. "
walk out of room with mechanical devices down hall over mosaic tile through first open door massage beds inside,Walk out of the room with the mechanical devices. Walk down the hall over the mosaic tile and through the first open door to left that has the two massage beds inside. 
exit room first door on left wait at end of massage tables,"Exit the room, enter the first door on the left.  Wait at the end of the massage tables. "
walk forward past table right then through doorway forward then in first room on left at end of massage table,"walk forward past the table.  Take a right then walk through the doorway.  Continue forward, then go in the first room on the left.  Stop at the end of the massage table. "
exit room right then hallway walk straight until front room wait near christmas trees,Exit the room. Turn right then continue down the hallway. Walk straight until you get to the front room. Wait near the two Christmas trees. 
exit room right corridor christmas tree room ahead wait by mirror,"Exit room, and make a right to go down corridor.  Pass the Christmas tree, and enter the room straight ahead.  Wait by mirror. "
exit right way forward towards very end room in front of inside room in front of small christmas tree,"Exit, and turn right. Walk all the way forward towards the very end room that is in front of you. Enter inside the room, and stop in front of the two small Christmas tree. "
into room right into room next door table chairs then bed into bathroom on right wait near sink,Go into the room. Turn right and go into the room next door. Pass the table and chairs then pass the bed and go into the bathroom on the right. Wait near the sink. 
bathroom bedroom bedroom through door on right in bedroom bathroom through door on left of bed in front of sink,"Leave the bathroom, and bedroom. Enter the bedroom through the door on the right in the bedroom. Enter the bathroom through the door on the left of the bed. Stop in front of the sink. "
straight into bedroom right through next door into bathroom in back right corner,Go straight into the bedroom and turn right. Go through the next door and into the bathroom in the back right corner. 
walk along edge of house house through patio door,walk along the edge of the house and enter the house through the patio door. 
walk along outside of house underneath glass overhang entrance with glass double doors building wait,Walk along the outside of the house underneath the glass overhang. You will come to an entrance with glass double doors. Enter the building and wait. 
walk toward area harbor through doors building next birdcage,Walk toward the sitting area that overlooks the harbor and go left through the doors to enter the building.  Stop next to the birdcage. 
exit bathroom right through second door on right,Exit bathroom and turn right. Go through second door on the right and stop. 
forward bathroom through door in front of as through doorway move forward past chair left wait in between open doors right,Move forward to exit the bathroom through the door in front of you. As you walk through the doorway move forward past a chair and sink to your left. Wait in between the two open doors to your right. 
exit bathroom door hard right straight wait by second door on right,Exit the bathroom door. Turn hard right and continue straight.  Wait by the second door on the right. 
right into hallway turn into room with rug,Turn right into the hallway. Turn left and and go into the room with the rug. 
exit bedroom turn hall into room ahead before desk with green chairs,Exit the bedroom and turn left. Continue down the hall and into the room straight ahead and stop before the desk with two green chairs. 
exit closet right bedroom hallway in hallway first door on left then straight hallway until light wood table with green chairs,"Exit the closet and make a right to exit the bedroom and enter the hallway.  In the hallway, take the first door on your left.  Then walk straight down that hallway until you get to the light wood table with the two green chairs. "
walk into bedroom right right into closet turn into bathroom in bathroom,Walk into the bedroom and turn right. Turn right and walk into the closet. Turn left and walk into the bathroom. Stop in the bathroom. 
walk towards room with red bed right right before room down hallway second hallway once into room,"Walk towards the room with the red bed, turn right - right before you get to the room. Walk down the hallway, take a left down the second hallway and stop once you walk into the room. "
walk past silver chairs into bedroom right then right again past glass bookshelf turn wait near desk,Walk past the two silver chairs and into the bedroom. Turn right and then right again. Walk past the glass bookshelf and turn left. Wait near the desk. 
exit kitchen dining room walk into office ahead in office next stairs,Exit the kitchen  and enter the dining room. Walk into the office straight ahead and wait in the office that is next to the stairs. 
around bar doorway straight ahead once room towards stairs door right of stairs once inside office,"Go around the bar to exit out the doorway straight ahead. Once out, cross the room towards the stairs. Enter the door to the right of the stairs. Stop once inside the office. "
kitchen into dining room past foot of stairs through archway wait by desk in home office,Leave the kitchen and go into the dining room. Go past the foot of the stairs and Walk through the archway. Wait by the desk in the home office. 
turn around out of bathroom right through doorway wait next lockers,Turn around and walk out of the bathroom and take a right. Walk through the doorway and wait next to the lockers. 
out of bathroom exercise room right hallway slight right,Go out of the bathroom to the exercise room.  Turn right and go down the hallway.  Make a slight right and stop. 
exit bathroom right then into door on right right wait near basket,Exit the bathroom and turn right. Then go into the door on the right and turn right. Wait near the basket. 
pool right forward until just end of pool walk around planter on left then forward up step straight ahead until next third of planters planters on right next third planter await further orders,"Keeping the swimming pool to your right, move forward until you just pass the end of the pool. Walk around the planter on your left, then go forward and up the one step. Move straight ahead until you are next to the third of the three planters. Keep the planters on your right, Stop next to the third planter and await further orders. "
turn around past pool next block wall near patio doors,Turn around and walk past the pool and stand next to the block wall near the patio doors. 
