src,tgt
down stairs forward down stairs toward door just before doorway,Walk down the stairs and walk forward. Walk down the stairs toward the door. Stop just before the doorway. 
straight hallway stop before door ahead,Go straight down the hallway and stop before entering the door straight ahead. 
walk forward at doorway,"Walk forward, stop at the doorway. "
in center of main alter,Go and stand in the center of the main alter. 
exit bedroom turn towards stairs wait in doorway theater,Exit the bedroom and turn towards the stairs. Wait in the doorway to the theater. 
exit bedroom right theater on left wait there,Exit the bedroom and turn right. Enter the theater on the left and wait there. 
exit room door on left right then into room wait near entrance,Exit the room using the door on the left. Turn right and then turn left into the room. Wait near the entrance. 
walk past large cacti into house past triangular red clock into kitchen area,Walk past the large cacti and into the house and proceed past the triangular red clock into the kitchen area. 
stairs next level forward rug next dining table once on rug,Go down the stairs to the next level. Walk forward to the rug next to the dining table. Stop once you step on the rug. 
stairs forward dinning room rug,Go down the stairs and walk forward to the dinning room rug. 
walk out of bathroom right up steps turn down steps by fireplace,Walk out of the bathroom and turn right. Walk up the steps and turn left. Walk down the steps and stop by the fireplace. 
through door right stairs into left doorway white couches stop,"Go through the door, and turn right to go up the stairs. Turn into the left doorway and go left to the white couches and stop. "
patio through door on right through bedroom into bathroom in front of toilet,"Leave the patio through the door on the right. Walk through the bedroom, into the bathroom. Stop in front of the toilet. "
inside house past bed into bathroom on left turn wait near toilet,Go inside the house. Walk past the bed and go into the bathroom on the left. Turn left and wait near the toilet. 
down stairs then across floor then first set of stairs on other side,walk down the stairs and then across the floor.  Then proceed up the first set of stairs on the other side. 
downstairs across lobby wait near bottom of second stairs,"Go downstairs, across the lobby and wait near the bottom of the second stairs. "
down stairs then across foyer stand on 2nd step wait there,"Walk down the stairs, then across the foyer and stand on the 2nd step.  Wait there. "
finish stairs walk straight until large room with white beige right steps then,Finish going down the stairs and walk straight until you get to a large room with white beige. Turn right and go down six steps then stop. 
down stairs straight into next room right across room through door on left wait there,Walk down the stairs and keep going straight into the next room. Turn right and walk across the room. Go through the door on the left and wait there. 
stairs stairs stairs light switches stairs,Go to the stairs. Go down three stairs. Go down five stairs. Go to the four light switches. Go down two stairs. 
down stairs behind glass door turn steps on left,"Walk down the stairs behind the glass door, turn left, and walk down two steps on the left. "
turn stairs at bottom turn set of stairs at bottom of stairs,Turn around and go down the stairs. At the bottom turn left and go down another set of stairs. Stop at the bottom of these stairs. 
travel up stairs once at top turn through second door way wait,Travel up the stairs. Once at the top turn left and go through the second door way and wait. 
pass meters ulity room into main area towards second door on left face into room wait,"Pass the meters, exit the ulity room, into the main area, and go towards the second door on the left.  Face into this room and wait. "
forward room turn second door from left by door,"Go forward and exit the room, turn left and enter the second door from the left, stop by the door. "
away from piano through double doors with bookshelf on left right in doorway,"walk away from piano through double doors with bookshelf on left, turn right and stop in doorway. "
head in through office then left doorway seating area by chair,"Head in and through the office, then use the left doorway to enter the seating area. Stop and wait by the nearest chair. "
walk table chairs into next room stop,Walk left pas the table and chairs and into the next room and stop. 
turn formal study past table turn room wait near t,"Turn left and enter the formal study. Walk past the table, turn left and enter the room.  Wait near t he chair. "
head through dining room into door nearest fireplace then in landing wait near stairs,"Head out through the dining room and into the door nearest the fireplace, then turn left. Stop in the landing and wait near the stairs. "
turn across room hallway turn exit onto stairway landing wait there,"Turn around, go left across the room, enter the hallway and turn left, exit onto the stairway landing and wait there. "
exit patio from large sliding doors towards pool area at base of stairs right,Exit to the patio from the large sliding doors and continue going towards the pool area. Stop at the base of the stairs to the right. 
turn through large entryway couch through arches by stairs on right,Turn around and go through the large entryway. Go to the couch and continue through the arches. Stop by the stairs on the right. 
walk along glass wall turn walk straight through door with exit sign above next first desk on right,Walk to exit along glass wall. Turn left and walk straight through door with exit sign above it. Stop next to first desk on right. 
exit room door on right then exit sign straight into office wait near first desk,Exit the room using the door on the right then turn left. Pass the exit sign and continue straight to go into that office. Wait near the first desk. 
long hall past living room kitchen hall before room at end,Go down the long hall past the living room and kitchen. Continue down the hall and stop before you enter the room at the end. 
straight hallway until small wine fridge on right there,Go straight down the hallway until you get to a small wine fridge on the right. Wait there. 
stairs turn left far end of glass table chairs,Go down the stairs and turn left. Go to the far end of the glass table and chairs. 
walk way down stairs turn forward glass table chairs at end of table,"Walk all the way down the stairs, and turn left. Walk forward passing the glass table and chairs, and stop at the end of the table. "
turn right past couch through sliding door wait by table chairs on outside deck,Turn to the right.  Walk past the couch.  Go through the sliding door.  Wait by the table and chairs on the outside deck. 
with couch on right walk forward through living room through door out onto patio just outside of door,With the couch on your right walk forward through the living room and through the door out onto the patio stopping just outside of the door. 
turn outside,"Turn left, walk outside. "
walk towards computer room by doorway,Walk towards the computer and proceed to exit the room by the doorway. 
stairs then right room openings into one on left wait there in kitchen entrance,Go down the stairs then turn right. You will be facing two room openings. Go into the one on the left and wait there in the kitchen entrance. 
downstairs toward big black table right before table into white doorway left of blue-green pot stop,"Go downstairs, go toward the big black table and turn right before the table and go into the white doorway to the left of the blue-green pot and stop. "
down stairs once down stairs kitchen through second door on right in doorway kitchen,Walk down the stairs. Once down the stairs enter the kitchen through the second door on the right. Stop in the doorway to the kitchen. 
statue on pedestal through corner passageway,Go to the statue on a pedestal. Go through the corner passageway. 
doorway forward metre chair painting plastic chair water faucet,Go to the doorway. Go forward 1 metre. Go to the chair. Go to the painting. Go to the plastic chair. Go to the water faucet. 
far end of room wait in doorway dining room,Go to the far end of the room and wait in the doorway to the dining room. 
down past dining table right at last drinking fixture display step in between doorways stop,Walk down past the dining table. Turn right at the last drinking fixture display. Step in between the two doorways and stop. 
walk past fixtures table chairs right past bathtub just inside doorway,Walk past the fixtures and table and chairs. Turn right past the bathtub. Stop just inside the doorway. 
walk toward door ahead slight toward door office wait by chair,"Walk toward the door straight ahead, turn slight left toward the door and enter the office, wait by the chair. "
straight ahead through doorway then left through doorway into office just behind desk chair,"Go straight ahead through the doorway, and then turn to the left.  Go through the doorway and into the office.  Stop just behind the desk chair. "
through door by chair turn by chair,"go through door by chair, turn left, stop by chair. "
exit living room bedroom at bottom of stairs past jacuzzi bathroom wait at window,"Exit the living room, enter the bedroom at the bottom of the stairs, walk past the jacuzzi, enter the bathroom, wait at the window. "
stairs rope under chandelier,Ascend the stairs and cross the rope. Stop under the chandelier. 
stairs straight until large table with chandelier,Go up the stairs. Go straight until you get to a large table with a chandelier. 
walk toward house entrance enter house right toward area wait,"Walk toward house entrance, enter house make a right to head toward dinning area, and wait. "
walk inside then past kitchen into living room wait near white couches,Walk inside then turn left and go past the kitchen. Go into the living room and wait near the white couches. 
across kitchen pizza oven into next room just inside bedroom,Go across the kitchen passed the pizza oven into the next room. Stop just inside the bedroom. 
right of enterance straight towards room wait at door into bedroom,"Go to the right of the enterance, straight towards a room.  Wait at the door looking into the bedroom. "
straight hall up stairs door gym left into gym stop,"Go straight down the hall and up the stairs. When you reach the door to the gym, go left into the gym and  stop. "
walk through hallway then at last door on left near sit bench,Walk through the hallway then turn left at the last door on your left. Stop near the sit up bench. 
hall up stairs first room with of exercise equipment stop in doorway,Move down the hall and up the stairs. Enter the first room to your left with all of the exercise equipment and stop in the doorway. 
turn hallway though hallway enter dining room dining door on right large bedroom,Turn around and enter the hallway.  Walk though the hallway and enter dining room. Exit the dining to the door on your right. Enter the large bedroom. 
turn in middle arch straight until red chairs on right then right wait near entrance,Turn left in the middle arch. Go straight until you pass two red chairs on the right then turn right and wait near the entrance. 
exit bathroom turn in hall straight into room wait at floral chair,"Exit bathroom turn left in hall, walk straight into sitting room. Wait at floral chair. "
exit bathroom walk left down hallway wait at end of hallway in area,"Exit the bathroom and walk to the left, down the hallway. Wait at the end of the hallway, in the sitting area. "
exit washroom toward hallway toward stairs then right after stairs area wait at entrance of area,"exit washroom toward hallway, walk toward stairs then make a right after stairs to living area. Wait at entrance of living area. "
walk out of bedroom sharp turn down stairs right on landing,Walk out of the bedroom and make a sharp turn left. Walk down the stairs and turn right. Stop on the landing. 
exit room turn turn stairs.wait half way,Exit the room. Turn left. Turn left and go down the stairs.Wait half way down. 
turn right room then down stairs on first landing of stairs,Turn right and exit the room. Then turn left and walk down the stairs.  Stop on the first landing of the stairs. 
walk past area until sofa turn outside,Walk straight past the dining area until you reach a sofa.  Turn left and go outside. 
turn right towards sofa turn room wait there,Turn right and walk towards the sofa. Turn left and exit the room and wait there. 
past dining area glass doors wait on patio,Go past the dining area and exit the sliding glass doors. Wait on the patio. 
stairs at top next stuffed bear,Go up the stairs and stop at the top next to the stuffed bear. 
of stairs wait at stop plaid chairs,Go up all of the stairs and wait at the stop facing the plaid chairs. 
steps then right wait near sink with wine,Go up the steps then turn right and wait near the sink with the wine. 
straight wait near tv over fireplace,Go straight and and wait near the tv that is over the fireplace. 
turn right wait in front of fire place on right,Turn right and wait in front of the fire place on the right. 
walk through bedroom into area walk fireplace in sitting room in front of fireplace,Walk through the bedroom into the sitting area. Walk to the fireplace in the sitting room. Stop in front of the fireplace. 
exit through tri-fold door through rooms wait in tv room next kitchen,"Exit through the tri-fold door, walk through the two sitting rooms and wait in TV room next to the kitchen. "
exit kitchen by into dining room wait there,Exit the kitchen by turning left into the dining room. Wait there. 
down hall with twisty plants on right next final plant,Walk down the hall with the twisty plants on your right. Stop next to the final plant. 
down hall past pots behind end table,Walk down the hall and past the pots. Stop behind the end table. 
down hallway with windows right until last urn with curly plant in front of,Walk down the hallway with the windows to your right.  Keep going until you get to the last urn with a curly plant and stop in front of it. 
goright wall large window turn at doorway of bedroom with cream dark bed cover,Goright down the wall facing the large window and turn left at the doorway of the bedroom with the cream and dark colored bed cover. 
step out of doorway right down hall at second doorway on right into bedroom,"Step out of the doorway and turn right.  Walk down the hall.  Stop at the second doorway on your right, looking into the bedroom. "
walk around corner near wooden cabinet doors walk along glass partition wall bedroom entry near stairwell,Walk around the corner near the wooden cabinet doors. Walk along the glass partition wall and towards the bedroom entry near the stairwell. 
walk past table chairs up stairs turn up stairs at top of stairs,Walk past the table and chairs and up the stairs. Turn left and walk up the stairs. Stop at the top of the stairs. 
kitchen stairs at top of stairs,Leave the kitchen and go up the stairs. Stop at the top of the stairs. 
enter room left of clock on floor straight until velvet rope wait here,Enter the room to the left of the clock on floor.  Continue straight until you reach the velvet rope.  Wait here. 
stairs glass doors light switch settee,Go to the stairs. Go to the glass doors. Go to the light switch. Go to the settee. 
walk down stone pathway fork turn wait by white stone pillar,"Walk straight down stone pathway.  When you reach the fork, turn left.  Wait by white stone pillar. "
straight turn wait near pool,Go straight. Turn left and wait near the Pool. 
stand railing walk walkway stairs at end on sixth step from bottom,Stand facing the railing and walk left down the walkway.  Go up the stairs at the end and stop on the sixth step from the bottom. 
across deck towards stairs stairs on fifth step,Across deck towards the stairs. Go up the stairs and stop on the fifth step. 
walk across deck walk halfway up brick stairs,Walk across the deck and walk halfway up the brick stairs. 
staircase right then right again turn hallway then immediately right bedroom wait by door,"Go up the staircase, turn right and then right again, turn left to the hallway and then immediately right to enter the bedroom, wait by the door. "
walk through double doors right at tapestry walk end of hallway wait by bathroom door on left,Walk through double doors and take a right at the tapestry.  Walk to the end of the hallway and wait by the bathroom door on the left. 
through double french doors then right runner through hallway turn in front of bathroom doorway wait there,Go through the double french doors and then turn right. Follow the runner through the hallway and turn left. Stand in front of the bathroom doorway and wait there. 
turn room right across hallway hallway by leftmost doorway wait by mirror just outside bedroom,Turn left and exit the room. Turn right and walk across the hallway. Exit the hallway by the farthest leftmost doorway. Wait by the mirror just outside the bedroom. 
straight hallway then left hand door once inside,"Go straight down the hallway, then turn around and enter the left hand door. Stop once you get inside. "
forward until door on left,Move forward until you have the door on your left. 
down hall with bathroom on left small set of stairs next black chair,Walk down the hall with the bathroom on your left. Go down the small set of two stairs. Stop next to the closest black chair. 
turn around down mini stairs near chair,Turn around and walk down the mini stairs. Stop near the chair. 
down marble hallway stairs next chair,"walk down the marble hallway, straight down the stairs and stop next to the chair. "
steps on left straight then right into hallway wait there,Go up the steps on the left. Go straight and then turn right into the hallway. Wait there. 
office straight stairs stop,Leave the office and go straight. Go down two stairs and stop. 
move forward through room exit through door left way down hallway stairs stop,"Move forward through the room. Exit through the door to the left. Go all the way down the hallway, head down two stairs and stop. "
turn up stairs right stairs wait at top of stairs,Turn left and walk up the stairs. Turn right and continue up the stairs. Wait at the top of the stairs. 
stairs slightly right second set of stairs wait there,Go up the stairs. Turn slightly right and go up the second set of stairs. Wait there. 
stairs walk past light switch up stairs wait at open glass door,Walk up stairs. Walk past light switch. Walk up stairs. Wait at open glass door. 
turn right straight across room towards human statue walk through doorway left of statue platter painting,Turn right and go straight across the room towards the human statue. Walk through the doorway to the left of the statue and stop facing the platter painting. 
walk towards doorway doorway right wait at doorway,Walk straight towards doorway. Enter doorway and turn right. Wait at doorway. 
walk through doorway under light,walk through the doorway. stand under the light. 
head ahead past table through doorway at doorway bathroom,Head straight ahead past the table. Go through doorway. Stop at doorway to bathroom. 
exit office down stairs at bottom of stairs wait near lamp,Exit the office and walk down the stairs. Stop at the bottom of the stairs and wait near the lamp. 
after meeting room stairs wait at landing,After you leave the meeting room go down the stairs and wait at the landing. 
straight around desk right through door then stairs straight in room,Go straight around the desk and go right through the door. Then descend the stairs and go straight in to the room. 
walk through doorway towards painting turn wait by,Walk straight through the doorway towards the painting and turn left. Wait by painting. 
walk then room turn,"walk straight then enter the room, turn left. "
walk past stairs through doorway turn into bedroom wait by bathroom door,"Walk past the stairs and through the doorway, turn left into the bedroom. Wait by the bathroom door. "
into door left then into door on right wait at bathroom entrance,Go into the door to the left then go into the door on the right and wait at the bathroom entrance. 
enter bedroom on left in bathroom doorway,Enter the bedroom on the left and stop in the bathroom doorway. 
turn door enter bedroom towards at bed hard right enter bathroom just inside with towel bar on left,"turn left to open door and enter bedroom, walk towards bed. At bed turn hard right and enter bathroom. Stop just inside with towel bar on your left. "
exit bathroom right right at first doorway stop near kitchen counter,Exit the bathroom and turn right. Turn right at the first doorway and stop near the kitchen counter. 
left then through hallway out door hard right then hard right before in kitchen,"Go left, and then through the hallway and out the door, making a hard right and then another hard right before stopping in the kitchen. "
bathroom down hallway right turn after through door right into kitchen wait there in doorway,Leave the bathroom and walk down the hallway. Make a right turn after going through the door  Make another right into the kitchen and wait there in the doorway. 
walk past oven sink turn into dining room in front of dining room table,Walk past the oven and the sink. Turn left and walk into the dining room. Stop in front of the dining room table. 
travel froward through kitchen just past sink turn through small entrance stand near chairs table,"Travel froward through the kitchen just past the sink,turn left through the small entrance and stand near the chairs and dining table. "
walk away from stairs through kitchen turn after wine fridge before table,"walk straight away from the stairs through the kitchen, turn left after the wine fridge and stop before you make it to the table. "
walk forward right at first intersection then hallway then on first few stairs of main stair case,Walk forward and turn right at the first intersection.  Then proceed down the hallway. Then turn left and stand on the first few stairs of  the main stair case. 
stairs right hall stairwell second floor on third stair from bottom,Go up the stairs and to the right. Go down the hall and go to the stairwell to the second floor. Stop on the third stair from the bottom. 
down stairs room under stairs in doorway,"Walk down the stairs, and turn left to the room under the stairs and stop in the doorway. "
downstairs past large dining table wait in office by bathroom door,"Go downstairs, past the large dining table and wait in the office by the bathroom door. "
stairs hard left into room on left,Go down the stairs. Turn hard left and continue into the room on the left. 
bathroom into bedroom right bedroom in front of mirror outside of bedroom,Leave the bathroom and go into the bedroom. Take a right and leave the bedroom. Stop in front  of the mirror outside of the bedroom. 
exit closet space through room right room,"Exit the closet space, go through the room and take a right, exiting the room. "
walk ahead through archway walk ahead right through double doors forward in front of mirror,Walk straight ahead through the archway. Walk ahead and turn right through the double doors. Step forward in front of the mirror. 
enter house from garage stairs slight right at top of stairst turn slight right in hall enter bedroom in front of bed,"Enter house from garage, go up stairs to the slight right. At top of stairst turn slight right in hall enter bedroom. Stop in front of bed. "
garage house stairs right bedroom on left of double doors in bedroom,Leave the garage and enter the house. Go up the stairs and take a right. Enter the bedroom on the left of the double doors. Stop in the bedroom. 
exit bathroom walk towards stairs up on third stair,Exit the bathroom and walk towards the stairs.  Walk up and stop on the third stair. 
leave bathroom right straight down hall step on stairs stairwell,"leave bathroom, turn right and walk straight down hall to stairs, turn left and take one step, stop on stairs facing up stairwell. "
turn around right of pool onto sidewalk walk door on left stop,Turn around and walk to the right of the pool onto the sidewalk. Walk to the door on the left and stop. 
walk along path beside hot tub.go between pillars in front of door inside,"Walk along the path beside the hot tub.Go between 4 pillars, and stop in front of the door to the inside. "
turn towards door out door right,Turn around and go towards the door. Walk out the door and look to your right and stop. 
walk toward entranceway of room out of room into next,Walk toward the entranceway of the room.  Step out of the room and into the next. 
office area wait,Leave the office area and wait. 
walk through living room area chairs through open double doors into entry room with red carpet up stairwells,Walk through the living room area passed the chairs. Walk through the open double doors and into the entry room with red carpet. Walk up to the stairwells. 
turn around into dining room right left after table wait in doorway,Turn around and walk into the dining room. Take a right. Take a left after the table and wait in the doorway. 
exit hot tub room on left turn through double glass doors.stop in circular room with stairs,Exit hot tub room to archway on the left. Turn left and go through double glass doors.Stop in circular room with stairs leading down. 
away from bathtub hallway turn at long white glass table walk through double glass doors stop,"walk away from the bathtub, straight down the hallway and turn left at the long white glass table. Walk through the double glass doors and stop. "
down hall right in hall straight bedroom on far left next door,"Walk down the hall, and take a right. In the hall go straight and enter the bedroom on the far left. Stop next to the door. "
turn right enter into bedroom on left wait there,Turn around and take a right. Enter into the bedroom on the left and wait there. 
exit bathroom right bedroom stairs turn stairs wait in doorway living room,"Exit the bathroom, turn right, exit the bedroom, go up the stairs, turn left, go up the stairs, wait in the doorway to the living room. "
exit bedroom head straight hallway second door on left in bathroom,Exit the bedroom and head straight down the hallway. Enter the second door on the left and stop in the bathroom. 
turn bed hall left bathroom in front of sink,Turn around and go passed the bed and go down the hall. Turn to your left and enter the bathroom. Stop in front of the sink. 
walk around right of bed straight through door turn in second door bathroom stop,"Walk around the right of the bed, and go straight through the door. Turn left in the second door to the bathroom and stop. "
walk across living room way right into bedroom walk across bedroom enter bathroom in front of bathtub,"Walk across living room to entry way, turn right into bedroom. Walk across bedroom and enter bathroom, stop in front of the bathtub. "
walk past window seat through archway on right first bedroom on right wait in en suite bathroom,Walk past the window seat through the archway on the right. Enter the first bedroom on the right and wait in the en suite bathroom. 
walk from bathroom through bedroom into hall turn into bathroom on right at blue vase,Walk from bathroom through bedroom and into hall. Turn left and walk into bathroom on the right. Stop at blue vase. 
exit bathroom bedroom.turn bedroom door on left turn right into bathroom wait near sink,Exit the bathroom to the bedroom.Turn left and go out the bedroom using the door on the left. Turn left. Turn right into the bathroom. Wait near the sink. 
exit bedroom dining table wooden dining table in next room,Exit the bedroom. Go to the dining table Go to the wooden dining table in the next room. 
exit bedroom turn then right just past kitchen counter in dining room wait near painting,"Exit the bedroom and turn left, then turn right just past the kitchen counter. Stop in the dining room and wait near the painting. "
exit room turn past bar with chairs/stools.turn right straight toward table chairs wait there,Exit the room. Turn left and go past the bar with the chairs/stools.Turn right and go straight toward the table and chairs and wait there. 
forward into large room turn past plywood cabinet walk past desks turn in front of hammock,walk forward into the large room. Turn left and walk past the plywood cabinet. Walk straight past the desks. Turn left and stop in front of the hammock. 
walk towards table turn in front of table straight past desk turn near hammock,"Walk towards the table, turn left in front of the table, go straight, walk past the desk, turn left and stop near the hammock. "
face columns walk between columns right down hall walk thru breakfast nook between columns stop,"Face the two columns.  Walk between the columns, turn right and walk down the hall.  Walk thru the breakfast nook, between the two columns and stop. "
walk past grand piano walk past chairs table wait near couches,Walk straight past the grand piano. Walk past the chairs and table and wait near the couches. 
down hallway on right of piano straight tv room behind couch with pillars behind,"Walk down the hallway on the right of the piano. Go straight, and enter the TV room. Stop behind the couch with the pillars behind you. "
door plant rocks pool treadmill,Go to the door. Go to the plant. Go to the rocks. Go to the pool. Go to the treadmill. 
turn room hard right walk towards treadmills wait by first treadmill,Turn left and exit the room. Turn hard right and walk towards the treadmills. Wait by the first treadmill. 
walk around bed exit through door on left right past pool wait by treadmill,Walk around the bed and exit through the door on the left. Turn right and walk past the pool. Wait by the treadmill. 
walk on brick past back of couch through doorway onto hardwood right before rug,"walk straight on the brick past the back of the couch, through the doorway onto hardwood, turn right and stop before the rug. "
check on bathroom in bedroom as soon as through door off porch,Go check on the bathroom that is in the bedroom as soon as you walk through the door off the porch. 
stairs turn left kitchen table doorway into doorway on tight stop near couches,Go down the stairs and turn left. Go passed the kitchen table and enter the doorway. Go into the doorway on the tight and stop near the couches. 
turn right through door through hallway through door frame in same direction then at door frame of bedroom,"Turn right and walk through door, continue straight through hallway and through door frame, and continue in same direction, then stop at the door frame of bedroom. "
down hallway passing by stairwell bathroom walk through open door at end of hallway,Walk down the hallway passing by the stairwell and bathroom. Walk through the open door at the end of the hallway. 
walk from bedroom hallway through double doors next bed,"Walk from bedroom to hallway, through double doors to outside. Stop next to bed. "
exit room walk towards striped stool in hallway room left of stool walk foot of bed wait here,Exit the room and walk towards the striped stool in hallway.  Enter the room to the left of the stool.  Walk to foot of bed.  Wait here. 
exit bedroom head outside wait on area rug at front of bed,Exit the bedroom and head outside.  Wait on the area rug at the front of the bed. 
bathroom left far left main room once in room,"Leave the bathroom, and go left. Take the far left and enter the main room. Stop once you are in the this room. "
walk with pillows degrees first stairs wait in doorway room with chairs fireplace,Walk to couch with pillows. Turn 180 degrees and go up first stairs. Wait in doorway to room with chairs and fireplace. 
exit alcove up first flight of stairs inside doorway room,Exit the alcove and walk up the first flight of stairs. Stop inside the doorway to the sitting room. 
exit bathroom through door on right downstairs exit through doors left,"exit bathroom, walk through door on right, go downstairs, exit through doors to left. "
right through doorway walk past red chair outside door wait before doorway,You will go to the right and through a doorway.  Walk past the red chair.  You will see an outside door.  Wait before you get to the doorway. 
walk forward door enter inside house at door mat,"Walk forward towards the door, and enter inside the house. Stop at the door mat. "
turn so that steps behind straight through open door on doormat just outside interior door,Turn around so that the 4 steps are behind you and proceed straight through the open door. Stop on the doormat just outside the interior door. 
turn through screen door left of stairs doorway on left stop,Turn around and go through the screen door to the left of the stairs. Go to the doorway on the left and stop. 
straight table chairs on right straight wait at top of stairs on left,Go straight and pass the table and chairs on the right. Walk straight and wait at the top of the stairs on the left. 
walk forward past couch second door from left entry way in doorway entryway,Walk forward past the couch. Enter the second door from the left which is the entry way. Stop in the doorway to the entryway. 
past stairs guitar into middle doorway stand in doorway empty room with door at other end,"Go past the stairs, and a guitar and go into the middle doorway.  Stand in the doorway facing an empty room with a door at the other end. "
stairs way wait at bottom of stairs,Go to the stairs and go all the way down. Wait at the bottom of the stairs. 
face stairway down wait at bottom of steps,Face the stairway and walk down.  Wait at bottom of steps. 
bottom of staircase stop,Go to the bottom of the staircase and stop. 
walk through hallway slight left directly by left into bathroom then,Walk through the hallway and turn a slight left followed directly by another left and into the bathroom then stop. 
turn hallway wait under exit sign,Turn left. go down the hallway and wait under the exit sign. 
with office chair behind right down hallway once underneath exit sign,"With the office chair behind you, turn right and walk down the hallway.  Stop once you are underneath the ""exit"" sign. "
walk end of hallway stand end in middle of hallways,"Walk to the end of the hallway. Stand and the end, in the middle of the two hallways. "
down hallway with pictures on right right after through open door frame,"Walk down the hallway, with the pictures on the right. Stop right after you pass through the open door frame. "
walk past painting of einstein into corridor straight until bedroom door wait here,Walk straight past the painting of Einstein into the corridor.  Continue straight until you reach the bedroom door.  Wait here. 
down hall just inside bedroom,Walk down the hall and stop just inside the bedroom. 
exit room right right through first doorway wait near shelves,"Exit the room and make a right, make a right through the first doorway and wait near the shelves. "
laundry room right hall first right into bedroom at foot of bed,Leave the laundry room and take a right. Go down the hall and take the first right into a bedroom. Stop at the foot of the bed. 
hallway t then at first hall then right into room with long tables black chairs,"Walk down hallway to the T then turn left, and left at first opening hall and then turn right into room with long tables and black chairs. "
up stairs right pass door right,Walk up the stairs. Take a right pass the door. Take another right. 
up stairs right wait in doorway of area on right,Walk up the stairs and turn right. Wait in the doorway of the living area on the right. 
stairs then right then right there,Go up the stairs then turn right and then turn right and wait there. 
turn left in piano room through open glass door until outside,Turn around and take a left in the piano room. Go through the open glass door until you are outside. 
exit bathroom cross over second door on right near door,Exit the bathroom and cross over the to the second door on your right. Stand near the door. 
bathroom into second door right of kitchen after empty room,Leave the bathroom and go into the second door to the right of the kitchen.  Stop after entering this empty room. 
exit bathroom right into second door on right there,Exit the bathroom. Turn right and go into the second door on the right. Wait there. 
step forward then straight exit room wait at opposite chairs,two step forward then left go straight exit room and wait at the opposite to chairs. 
walk between stone walls right at bookcase walk across room between table ping pong table wait there,Walk between the stone walls and turn right at the bookcase. Walk across the room between the table and ping pong table and wait there. 
office room right past ping pong table wait near desk with white garbage,Enter the office room and turn right. Walk past the ping pong table and wait near the desk with the white garbage can. 
straight tables chairs past ping pong table wait by desk with brown chairs black chair,Go straight and pass the tables and chairs. Go past the ping pong table and wait by the desk with two brown chairs and one black chair. 
walk past coat rack walk through closed door wait at fireplace,Walk past coat rack. Walk through closed door. Wait at fireplace. 
walk out doorway around chair in front of fireplace in front of fireplace,Walk out the doorway. Move around the chair in front of the fireplace. Stop in front of the fireplace. 
through door with glass oval toward fireplace in front of fireplace,Go through the door with the glass oval. Go toward the fireplace and stop in front of the fireplace. 
left into library then sit on white chair immediate left,"Take a left into the library, then sit on the white chair to the immediate left. "
walk forward dining room table turn room wait at chair by door,Walk forward to the dining room table. Turn left and enter the room. Wait at the chair by the door. 
past table turn on second door right by light blue couch,Go past the table and turn left on the second door. Wait right by the light blue couch. 
room doors right,leave the room and go two doors to the right. 
exit bathroom right into bedroom straight into hallway right straight at stairs bedroom doorway,"exit bathroom, turn right into bedroom. Walk straight into hallway. turn right  and walk straight to stairs., stop at stairs and bedroom doorway. "
stairs then left into room right next kitchen island,"Go down the stairs and then go to your left, walk into the room and turn right. Stop next to the kitchen island. "
stairs hall on left beside counter on right,Go down the stairs. Enter the hall on the left. Wait beside the counter on the right. 
down stairs door on left right wait by end of counter top,"Walk down the stairs, and enter the door on the left.  Turn right, and wait by the end of the counter top. "
walk across room hallway past stairs wait in doorway kitchen,"Walk across the room and hallway, past the stairs and wait in the doorway to the kitchen. "
walk across living room behind couch walk towards straight into room stop before table kitchen,"walk across living room behind couch walk slight let towards stairs, continue straight into dining room, stop before table and kitchen. "
stairs into room straight ahead on right left straight into closet,Go up the stairs. Go into the room straight ahead on the right. Turn left and go straight into the closet. 
past couches right right again into room wait at entrance,Go past the couches and turn right. Turn right again into the room. Wait at the entrance. 
turn then past recliner until slightly right then before sharp right into room then,"Turn left and then walk past the recliner, continue until you turn slightly right, then continue before turning a sharp right and into the room then stop. "
exit room hall wait in room on right,"Exit the room, go down the hall and wait in the room on the right. "
head doorway right turn after walk towards dining table wait next table,Head out doorway.  Make a right turn after exiting.  Walk towards the dining table.  Wait next to glass table. 
turn right kitchen past counter right in dining room wait next table,Turn right and exit the kitchen past the counter. Turn right and go in to the dining room. Wait next to the table. 
exit kitchen right into dining room right after big chair next table chairs,Exit the kitchen and go right into the dining room. Stop right after the big chair next to the table and chairs. 
walk through dining room across hall wait at other end of kitchen near exterior door,Walk through the dining room and across the hall. Wait at the other end of the kitchen near the exterior door. 
stairs at bottom turn hall until buddha then in doorway,"Descend the stairs. At the bottom, turn left and continue down the hall until you see the buddha. Then turn left and stop in the doorway. "
walk across living room into kitchen,Walk across living room to hallway into kitchen. 
stairs turn down stairs turn steps wait there,Go down the stairs. Turn left and continue going down the stairs. Turn left and go down the steps. Wait there. 
down stairs turn left stairs bottom showroom left stand near bath tub,Walk down the stairs and turn to the left. Continue down the stairs to the bottom and enter the showroom to your left.  Stand near the bath tub. 
turn slightly right room right across hallway turn towards air vent on right wall wait there,Turn slightly right and exit the room. Turn right and walk across the hallway. Turn left and walk towards the air vent on the right wall. Wait there. 
